Client,data_recente,target,qt_faltas,moda_staff_faltante,moda_servico_faltante,moda_servico_cancelado,moda_staff_cancelado,antecedencia,qt_cancelamentos,moda_staff_prestou_servico,moda_dia,qte_servicos_por_dia,media,mediana,desvio_padrao,min,max,sum,qte_servico_recebido,recencia,ultimo_pagamento
KERT01,2018-06-20,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Tuesday,1.5,84.66666666666667,82.0,16.165807537309522,70.0,102.0,254.0,3,50.0,172.0
COOM01,2018-06-15,0,0,nenhum,nenhum,nenhum,nenhum,,0,SINEAD,Thursday,1.0,70.0,70.0,,70.0,70.0,70.0,1,71.0,70.0
PEDM01,2018-06-09,0,0,nenhum,nenhum,nenhum,nenhum,,0,BECKY,Saturday,1.0,60.0,60.0,,60.0,60.0,60.0,1,7.0,60.0
BAIS01,2018-06-09,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
FRAL01,2018-06-09,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
LEVL01,2018-07-18,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Friday,1.0,71.5,92.0,48.590122453025366,0.0,102.0,286.0,4,19.0,102.0
JASA01,2018-07-19,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Saturday,1.3333333333333333,111.0,92.0,108.69529275302894,0.0,260.0,444.0,4,40.0,102.0
CHOT01,2018-06-09,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
KUZD01,2018-06-09,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
TINT01,2018-04-05,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
NEMM01,2018-06-09,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
OBRK01,2018-06-09,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
PER*01,2018-06-12,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Thursday,1.6666666666666667,46.25,33.52,22.481163226132228,30.0,82.0,231.25,5,12.0,146.25
LEEP01,2018-07-17,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Tuesday,1.0,53.333333333333336,60.0,11.547005383792515,40.0,60.0,160.0,3,35.0,60.0
NELT01,2018-07-28,0,0,nenhum,nenhum,SBD,SINEAD,2.0,5,SINEAD,Wednesday,1.0,68.83333333333333,50.0,58.58611894752317,30.0,250.0,826.0,12,32.0,52.0
LEL01,2018-06-12,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
MORB01,2018-06-12,0,0,nenhum,nenhum,nenhum,nenhum,,0,BECKY,Friday,2.0,74.25,77.5,26.31064423384574,40.0,102.0,297.0,4,26.0,187.0
ALCV01,2018-06-12,0,0,nenhum,nenhum,nenhum,nenhum,,0,KELLY,Thursday,1.0,55.0,55.0,,55.0,55.0,55.0,1,5.0,55.0
SCHJ01,2018-07-27,0,0,nenhum,nenhum,CCAMO,JJ,3.0,2,JJ,Thursday,1.7142857142857142,38.75,45.0,24.320305769608915,0.0,60.0,465.0,12,22.0,45.0
CLAM01,2018-07-24,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Tuesday,1.0,114.66666666666667,102.0,40.513372277969324,82.0,160.0,344.0,3,14.0,102.0
LINM02,2018-06-12,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Friday,1.0,82.0,82.0,,82.0,82.0,82.0,1,46.0,82.0
TAYL02,2018-06-12,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
PIPJ01,2018-07-17,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Tuesday,1.0,53.333333333333336,60.0,11.547005383792515,40.0,60.0,160.0,3,35.0,60.0
MCCK01,2018-06-12,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
DAJR01,2018-07-06,1,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Tuesday,2.0,83.5,83.5,12.020815280171307,75.0,92.0,167.0,2,24.0,167.0
KULR01,2018-06-12,0,0,nenhum,nenhum,nenhum,nenhum,,0,BECKY,Friday,1.0,60.0,60.0,,60.0,60.0,60.0,1,67.0,60.0
GIAL01,2018-06-12,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
WICJ01,2018-07-11,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Wednesday,1.0,40.0,40.0,,40.0,40.0,40.0,1,28.0,40.0
FELH01,2018-06-13,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Tuesday,1.0,82.0,82.0,,82.0,82.0,82.0,1,78.0,82.0
HOLL01,2018-07-19,0,0,nenhum,nenhum,SBD,BECKY,2.0,2,SINEAD,Thursday,1.2727272727272727,70.5,51.0,46.48862557327661,45.0,225.0,987.0,14,22.0,120.0
BELK01,2018-06-27,0,0,nenhum,nenhum,nenhum,nenhum,,0,KELLY,Wednesday,1.0,55.0,55.0,,55.0,55.0,55.0,1,14.0,55.0
NEEL01,2018-07-28,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Wednesday,2.0,79.33333333333333,81.0,24.121912583098933,40.0,102.0,476.0,6,3.0,172.0
LIND01,2018-07-20,0,0,nenhum,nenhum,nenhum,nenhum,,0,JOANNE,Friday,2.0,116.75,83.5,90.49263321766401,50.0,250.0,467.0,4,14.0,300.0
ELSM01,2018-07-18,0,0,nenhum,nenhum,nenhum,nenhum,,0,BECKY,Thursday,1.25,40.69,50.0,15.70845313835834,18.45,55.0,203.45,5,20.0,50.0
SHIG01,2018-06-13,0,0,nenhum,nenhum,nenhum,nenhum,,0,BECKY,Thursday,1.5,64.0,92.0,55.569775957799216,0.0,100.0,192.0,3,54.0,0.0
MINA01,2018-06-13,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Tuesday,1.0,82.0,82.0,,82.0,82.0,82.0,1,78.0,82.0
WARN01,2018-06-13,0,0,nenhum,nenhum,nenhum,nenhum,,0,BECKY,Friday,1.0,30.0,30.0,,30.0,30.0,30.0,1,33.0,30.0
MAKP01,2018-06-13,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
COLJ02,2018-06-13,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
SHAA01,2018-07-14,0,0,nenhum,nenhum,nenhum,nenhum,,0,SINEAD,Thursday,1.0,46.666666666666664,50.0,10.408329997330663,35.0,55.0,140.0,3,30.0,50.0
WALK_IN,2018-07-26,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Saturday,1.5,31.876388888888894,31.14,15.90332187271897,0.0,56.0,1147.5500000000002,36,2.0,30.73
FLAD01,2018-08-25,0,0,nenhum,nenhum,nenhum,nenhum,,0,BECKY,Thursday,1.0,45.0,50.0,8.660254037844387,35.0,50.0,135.0,3,44.0,50.0
KUKK01,2018-07-31,0,1,SINEAD,CON,SBD,BECKY,18.375,8,BECKY,Thursday,1.1,94.72727272727273,50.0,82.49738287859913,42.0,250.0,1042.0,11,7.0,50.0
MACM01,2018-06-14,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
MCNR01,2018-06-14,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
MCND01,2018-06-14,0,0,nenhum,nenhum,nenhum,nenhum,,0,SINEAD,Saturday,1.0,35.0,35.0,,35.0,35.0,35.0,1,54.0,35.0
NOWT01,2018-06-14,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Friday,1.0,82.0,82.0,,82.0,82.0,82.0,1,34.0,82.0
HILJ01,2018-07-26,0,0,nenhum,nenhum,CFC,JOANNE,0.6666666666666666,3,BECKY,Tuesday,1.25,76.66666666666667,50.0,66.61903060008632,50.0,250.0,1150.0,15,9.0,100.0
WONM02,2018-07-29,1,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Saturday,1.0714285714285714,81.6,52.0,73.8190838662818,32.0,260.0,1224.0,15,8.0,52.0
?A01,2018-07-21,0,0,nenhum,nenhum,nenhum,nenhum,,0,KELLY,Saturday,1.0,48.333333333333336,55.0,11.547005383792515,35.0,55.0,145.0,3,14.0,55.0
DES01,2018-07-21,1,0,nenhum,nenhum,nenhum,nenhum,,0,BECKY,Thursday,1.0,60.0,60.0,,60.0,60.0,60.0,1,37.0,60.0
TSAR01,2018-06-14,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Thursday,1.0,40.0,40.0,,40.0,40.0,40.0,1,42.0,40.0
MARA01,2018-06-14,0,0,nenhum,nenhum,nenhum,nenhum,,0,SINEAD,Wednesday,1.0,70.0,70.0,,70.0,70.0,70.0,1,43.0,70.0
HACL01,2018-06-14,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
SUPR01,2018-04-05,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
STAD01,2018-06-14,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
BOOR01,2018-06-14,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
CAYK01,2018-07-26,0,0,nenhum,nenhum,nenhum,nenhum,,0,JOANNE,Saturday,3.0,50.38666666666667,52.0,20.368471346667132,20.0,70.0,453.48,9,42.0,172.73
TOMV01,2018-06-14,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
FAUA01,2018-06-14,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
KUMA01,2018-06-14,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
BRAN01,2018-07-26,0,0,nenhum,nenhum,nenhum,nenhum,,0,BECKY,Thursday,1.0,42.5,42.5,8.660254037844387,35.0,50.0,170.0,4,21.0,50.0
DANJ03,2018-06-15,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Wednesday,1.0,82.0,82.0,,82.0,82.0,82.0,1,9.0,82.0
BREM01,2018-05-30,0,0,nenhum,nenhum,nenhum,nenhum,,0,SINEAD,Thursday,1.0,45.0,45.0,14.142135623730951,35.0,55.0,90.0,2,27.0,55.0
COLJ01,2018-07-25,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Friday,1.0,53.333333333333336,60.0,11.547005383792515,40.0,60.0,160.0,3,40.0,60.0
KLEA01,2018-07-20,0,0,nenhum,nenhum,nenhum,nenhum,,0,BECKY,Friday,1.2,43.13333333333333,50.0,10.644560426183256,28.8,50.0,258.8,6,21.0,50.0
COLG01,2018-07-26,0,0,nenhum,nenhum,nenhum,nenhum,,0,BECKY,Friday,1.2857142857142858,62.388888888888886,50.0,24.12989088220102,50.0,140.0,1123.0,18,7.0,50.0
TINA02,2018-07-03,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Friday,1.0,82.0,82.0,,82.0,82.0,82.0,1,18.0,82.0
THOD01,2018-07-26,0,0,nenhum,nenhum,SHCM,JJ,0.0,1,JJ,Friday,1.2,53.56666666666666,60.0,9.976305261301235,40.0,60.0,321.4,6,20.0,60.0
CRAY01,2018-06-15,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
SIRM01,2018-07-26,0,0,nenhum,nenhum,SBD,BECKY,7.0,1,BECKY,Friday,1.0,84.16666666666667,50.0,78.21396449755147,30.0,250.0,1010.0,12,13.0,50.0
CHEW01,2018-06-15,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Friday,1.0,92.0,92.0,14.142135623730951,82.0,102.0,184.0,2,49.0,102.0
SPIJ01,2018-07-29,0,0,nenhum,nenhum,nenhum,nenhum,,0,BECKY,Friday,1.0,40.0,40.0,14.142135623730951,30.0,50.0,80.0,2,44.0,50.0
ROBT01,2018-07-20,0,0,nenhum,nenhum,nenhum,nenhum,,0,JOANNE,Friday,1.0,105.0,105.0,49.49747468305833,70.0,140.0,210.0,2,35.0,70.0
WIL*01,2018-07-19,0,0,nenhum,nenhum,SHCW,JJ,2.0,1,JJ,Friday,1.6666666666666667,75.2,70.0,21.194338866782324,52.0,102.0,376.0,5,27.0,172.0
REIL01,2018-06-15,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Friday,1.0,61.0,61.0,12.727922061357855,52.0,70.0,122.0,2,7.0,52.0
HUDS01,2018-06-17,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Sunday,1.3333333333333333,69.6,70.7,16.378034070058593,52.0,85.0,278.4,4,2.0,85.0
TINA01,2018-06-15,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Friday,2.0,55.4,55.4,37.618080759124325,28.8,82.0,110.8,2,49.0,110.8
YANC01,2018-07-17,0,0,nenhum,nenhum,nenhum,nenhum,,0,JOANNE,Friday,1.0,50.0,50.0,,50.0,50.0,50.0,1,32.0,50.0
WARG01,2018-07-10,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Friday,1.0,72.0,67.0,24.49489742783178,52.0,102.0,288.0,4,25.0,52.0
SCHC01,2018-07-27,0,0,nenhum,nenhum,CALC,JOANNE,3.0,1,JOANNE,Friday,1.75,90.60428571428572,100.0,41.77149500841567,30.73,140.0,634.23,7,6.0,102.0
MACV01,2018-06-15,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
VERR01,2018-06-15,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
CARK01,2018-07-24,0,0,nenhum,nenhum,SBD,KELLY,0.5,2,KELLY,Friday,1.5,40.0,37.5,7.745966692414834,35.0,55.0,240.0,6,18.0,35.0
TAGS02,2018-06-15,0,0,nenhum,nenhum,CFC,KELLY,0.0,2,nenhum,nenhum,,,,,,,0.0,0,,0.0
OSES01,2018-06-15,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
ALIA01,2018-07-29,0,0,nenhum,nenhum,nenhum,nenhum,,0,BECKY,Friday,1.0,40.0,40.0,14.142135623730951,30.0,50.0,80.0,2,44.0,50.0
MASR01,2018-06-16,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
MARG01,2018-07-21,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Saturday,1.0,53.333333333333336,60.0,11.547005383792515,40.0,60.0,160.0,3,35.0,60.0
TUMM01,2018-08-04,0,0,nenhum,nenhum,nenhum,nenhum,,0,JOANNE,Saturday,2.5,67.82000000000001,62.1,14.557197532492303,55.0,92.0,339.1,5,49.0,125.0
MAXI01,2018-07-20,0,0,nenhum,nenhum,nenhum,nenhum,,0,KELLY,Saturday,1.0,35.0,35.0,,35.0,35.0,35.0,1,34.0,35.0
SCHH01,2018-06-16,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Wednesday,1.6666666666666667,62.4,50.0,48.567478831003775,0.0,120.0,312.0,5,31.0,102.0
GARJ01,2018-06-16,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Wednesday,1.0,82.0,82.0,,82.0,82.0,82.0,1,66.0,82.0
DEUD01,2018-06-16,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
RICS01,2018-06-16,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
PHIJ01,2018-07-18,0,0,nenhum,nenhum,nenhum,nenhum,,0,SINEAD,Saturday,1.3333333333333333,55.1825,60.0,18.831707968211486,30.73,70.0,220.73,4,32.0,70.0
LYNG01,2018-07-26,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Thursday,1.0,55.0,60.0,10.0,40.0,60.0,220.0,4,29.0,60.0
ROPR01,2018-06-16,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
SASA01,2018-06-16,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
MARM01,2018-07-28,0,0,nenhum,nenhum,nenhum,nenhum,,0,JOANNE,Saturday,2.5,84.0,65.0,96.36129928555343,0.0,249.0,420.0,5,42.0,70.0
BOTN01,2018-07-28,0,0,nenhum,nenhum,nenhum,nenhum,,0,BECKY,Saturday,1.0,42.5,42.5,10.606601717798213,35.0,50.0,85.0,2,41.0,50.0
STOD01,2018-07-07,0,0,nenhum,nenhum,nenhum,nenhum,,0,BECKY,Saturday,1.0,45.0,50.0,13.228756555322953,30.0,55.0,135.0,3,20.0,50.0
BREH01,2018-07-07,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Sunday,1.3333333333333333,77.35,92.0,37.18185041118852,23.4,102.0,309.4,4,20.0,125.4
HUDM01,2018-07-24,1,0,nenhum,nenhum,SBD,JJ,2.6666666666666665,3,JJ,Saturday,1.4545454545454546,53.425,52.0,35.93238632023577,0.0,160.0,854.8,16,17.0,199.8
BUZI01,2018-04-06,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
WOOJ01,2018-07-25,0,0,nenhum,nenhum,CTU,JJ,8.0,2,JJ,Saturday,1.3636363636363635,62.0,52.0,25.467065566559263,32.0,140.0,930.0,15,15.0,122.0
STEK02,2018-06-19,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
NIZS01,2018-06-19,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
MOOH01,2018-07-20,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Tuesday,1.5,35.43333333333333,24.3,42.118444099151304,0.0,82.0,106.3,3,31.0,24.3
RICP01,2018-07-10,0,0,nenhum,nenhum,nenhum,nenhum,,0,SINEAD,Tuesday,1.0,73.75,75.0,14.930394055974098,55.0,90.0,295.0,4,14.0,55.0
SARA01,2018-07-21,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Wednesday,1.0,53.333333333333336,60.0,11.547005383792515,40.0,60.0,160.0,3,32.0,60.0
TAYL01,2018-06-19,0,0,nenhum,nenhum,nenhum,nenhum,,0,JOANNE,Tuesday,1.0,160.0,160.0,,160.0,160.0,160.0,1,42.0,160.0
HOAS01,2018-06-19,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
HOUN01,2018-06-19,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
TRES01,2018-06-19,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
CHIC01,2018-06-19,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
DHAN01,2018-06-19,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
MELE01,2018-07-24,0,0,nenhum,nenhum,nenhum,nenhum,,0,BECKY,Tuesday,2.0,33.125,31.0,12.317839366815377,20.5,50.0,132.5,4,35.0,102.5
MACS01,2018-06-19,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
HOFJ01,2018-07-11,1,0,nenhum,nenhum,nenhum,nenhum,,0,KELLY,Tuesday,1.0,55.0,55.0,,55.0,55.0,55.0,1,22.0,55.0
BROS02,2018-07-24,0,0,nenhum,nenhum,nenhum,nenhum,,0,BECKY,Friday,1.0,40.0,40.0,14.142135623730951,30.0,50.0,80.0,2,35.0,50.0
JOHM01,2018-06-19,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
MOSR01,2018-06-19,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
CHIT01,2018-06-20,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
WITC01,2018-06-20,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
SINM01,2018-07-12,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Friday,1.5,121.06666666666666,82.0,67.66545154902413,82.0,199.2,363.2,3,6.0,82.0
WAGM01,2018-06-20,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
SLUS01,2018-07-18,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Wednesday,1.25,50.64,53.2,10.101881012959913,40.0,60.0,253.2,5,28.0,60.0
POTR01,2018-07-18,0,0,nenhum,nenhum,SHCM,JJ,24.5,2,JJ,Wednesday,1.0,56.0,60.0,8.94427190999916,40.0,60.0,280.0,5,28.0,60.0
CORS01,2018-06-20,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Saturday,1.0,92.0,92.0,14.142135623730951,82.0,102.0,184.0,2,60.0,102.0
VERM01,2018-06-20,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Thursday,1.0,82.0,82.0,,82.0,82.0,82.0,1,76.0,82.0
MACD01,2018-06-20,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
TRIL01,2018-06-20,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
WAL*01,2018-06-20,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
BORJ01,2018-07-24,0,0,nenhum,nenhum,SHCM,JJ,0.0,1,JJ,Tuesday,1.0,50.0,50.0,14.142135623730951,40.0,60.0,100.0,2,34.0,60.0
DONN01,2018-06-21,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
RIHM01,2018-07-29,1,0,nenhum,nenhum,nenhum,nenhum,,0,BECKY,Thursday,1.0,40.0,40.0,14.142135623730951,30.0,50.0,80.0,2,12.0,50.0
MANL01,2018-07-18,0,1,SINEAD,CON,nenhum,nenhum,,0,SINEAD,Thursday,1.0,80.0,80.0,10.0,70.0,90.0,240.0,3,27.0,80.0
HILE01,2018-06-21,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Wednesday,1.0,82.0,82.0,,82.0,82.0,82.0,1,57.0,82.0
GHOP01,2018-06-21,0,0,nenhum,nenhum,nenhum,nenhum,,0,BECKY,Friday,2.0,100.0,100.0,42.42640687119285,70.0,130.0,200.0,2,48.0,200.0
RUBA01,2018-06-28,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Thursday,1.0,82.0,82.0,,82.0,82.0,82.0,1,7.0,82.0
KOZC01,2018-06-21,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
BROS01,2018-07-31,0,0,nenhum,nenhum,SBD,BECKY,4.75,4,BECKY,Tuesday,1.0,82.5,50.0,73.74711088331776,50.0,250.0,990.0,12,3.0,50.0
BURL01,2018-06-21,0,0,nenhum,nenhum,nenhum,nenhum,,0,JOANNE,Thursday,2.0,105.0,105.0,91.92388155425118,40.0,170.0,210.0,2,35.0,210.0
AINM01,2018-06-21,0,0,nenhum,nenhum,nenhum,nenhum,,0,HOUSE,Thursday,1.0,230.0,230.0,,230.0,230.0,230.0,1,42.0,230.0
WYRC01,2018-06-21,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Friday,1.0,67.0,67.0,49.49747468305833,32.0,102.0,134.0,2,27.0,102.0
JM01,2018-06-21,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
BHAT01,2018-06-21,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
MOLA01,2018-06-21,0,0,nenhum,nenhum,SHCW,JJ,7.0,1,JJ,Thursday,1.5,75.13333333333334,82.0,30.878039661437924,41.4,102.0,225.4,3,28.0,143.4
HENB01,2018-07-17,0,0,nenhum,nenhum,SHCM,JJ,7.0,2,JJ,Thursday,1.0,53.333333333333336,60.0,11.547005383792515,40.0,60.0,160.0,3,26.0,60.0
PLUJ01,2018-05-04,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Friday,2.0,20.0,20.0,28.284271247461902,0.0,40.0,40.0,2,28.0,40.0
BURT01,2018-07-28,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Tuesday,1.5,51.666666666666664,50.0,7.637626158259733,45.0,60.0,155.0,3,37.0,60.0
LEEM01,2018-06-21,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Tuesday,2.0,73.5,73.5,26.16295090390226,55.0,92.0,147.0,2,65.0,147.0
RUTR01,2018-07-20,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Saturday,2.3333333333333335,63.49285714285714,85.0,40.99390634158761,0.0,102.0,444.45,7,29.0,187.0
KATS01,2018-06-22,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
PANP01,2018-06-22,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
KOEE01,2018-06-22,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
MURS01,2018-06-22,0,0,nenhum,nenhum,nenhum,nenhum,,0,BECKY,Friday,1.0,5.0,5.0,,5.0,5.0,5.0,1,42.0,5.0
NGUS01,2018-06-29,0,0,nenhum,nenhum,CTU,JJ,1.0,2,JJ,Friday,1.0,98.0,102.0,6.928203230275509,90.0,102.0,294.0,3,7.0,102.0
ABL*01,2018-07-24,0,0,nenhum,nenhum,SBD,KELLY,0.0,1,BECKY,Friday,2.0,44.1,48.0,9.607635852105691,30.0,50.4,176.4,4,32.0,100.4
CROB01,2018-06-22,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
DSIC01,2018-06-22,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
KHUN01,2018-06-22,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
LIMB01,2018-07-19,0,0,nenhum,nenhum,nenhum,nenhum,,0,BECKY,Friday,1.0,40.0,40.0,14.142135623730951,30.0,50.0,80.0,2,27.0,50.0
BUDG02,2018-07-10,0,0,nenhum,nenhum,SHCM,SINEAD,18.0,1,SINEAD,Thursday,1.25,44.760000000000005,50.0,12.115609765917686,28.8,55.0,223.8,5,18.0,50.0
SCHJ02,2018-07-26,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Thursday,1.0,40.0,40.0,,40.0,40.0,40.0,1,133.0,40.0
INFB01,2018-07-13,0,0,nenhum,nenhum,nenhum,nenhum,,0,KELLY,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,21.0,0.0
