Code,Staff,Service,Date,TimeInt,turno
MARG01,JJ,SHCM,2018-05-12,750,tarde
MARM01,JOANNE,CFC,2018-05-12,900,tarde
NELT01,SINEAD,SBD,2018-05-12,890,tarde
PEEL01,SINEAD,SBD,2018-05-12,720,tarde
PHIJ01,SINEAD,SBD,2018-05-12,530,manha
ROST01,JJ,SHCM,2018-05-12,870,tarde
SARM01,JOANNE,CFC,2018-05-12,700,manha
SARM01,SINEAD,SBD,2018-05-12,770,tarde
SMIS01,JOANNE,CHLFH,2018-05-12,570,manha
STOD01,SINEAD,SHCM,2018-05-12,480,manha
TAYJ02,JOANNE,CHLFH,2018-05-12,790,tarde
TAYJ02,JJ,SHCW,2018-05-12,920,tarde
TINT02,JJ,SHCW,2018-05-12,800,tarde
TYRK01,JOANNE,CHLPL,2018-05-12,740,tarde
TYRK01,SINEAD,SBD,2018-05-12,840,tarde
ARAI01,BECKY,SHCW,2018-05-15,1080,noite
BREF01,JJ,SHCM,2018-05-15,780,tarde
BROS01,BECKY,SBD,2018-05-15,980,tarde
BURT01,JOANNE,CALC,2018-05-15,1030,tarde
BURT01,JJ,SHCM,2018-05-15,1110,noite
CHMY01,BECKY,SHCW,2018-05-15,720,tarde
HENI01,JOANNE,CON,2018-05-15,930,tarde
KUCM02,JJ,SHCW,2018-05-15,1010,tarde
LUCL01,BECKY,SHCW,2018-05-15,1140,noite
MACR01,SINEAD,SHCM,2018-05-15,900,tarde
MELE01,BECKY,SHCM,2018-05-15,1020,tarde
MOLC01,BECKY,SHCW,2018-05-15,600,manha
MONL01,SINEAD,SHCW,2018-05-15,600,manha
RODP01,JOANNE,CHLPL,2018-05-15,640,manha
RODP01,SINEAD,SHCW,2018-05-15,730,tarde
ROSM01,JOANNE,CTU,2018-05-15,890,tarde
SARK01,JOANNE,CHLPHC,2018-05-15,800,tarde
SARK01,JJ,SBD,2018-05-15,930,tarde
SCHJ01,JJ,SHCM,2018-05-15,630,manha
SCHJ01,JJ,CCAMO,2018-05-15,680,manha
WOOJ01,SINEAD,SHCW,2018-05-15,1080,noite
BUSC01,JJ,SHCW,2018-05-16,1020,tarde
CURK01,SINEAD,SHCW,2018-05-16,1080,noite
ELSM01,SINEAD,SBD,2018-05-16,1000,tarde
KUKK01,SINEAD,SBD,2018-05-16,720,tarde
LAMD01,JJ,SHCW,2018-05-16,920,tarde
MACT01,JJ,SHCM,2018-05-16,1120,noite
NELT01,SINEAD,SBD,2018-05-16,800,tarde
REIL01,SINEAD,SHCW,2018-05-16,910,tarde
RODP01,SINEAD,CON,2018-05-16,870,tarde
SARA01,JJ,SHCM,2018-05-16,780,tarde
SCHH01,JJ,SHCW,2018-05-16,710,manha
ABL*01,BECKY,SHCM,2018-05-17,1010,tarde
BUEM01,SINEAD,SBD,2018-05-17,1060,tarde
BURL01,JOANNE,CHLPHC,2018-05-17,720,tarde
BURL01,SINEAD,SBD,2018-05-17,870,tarde
CHUA01,JOANNE,CALC,2018-05-17,600,manha
CHUA01,JJ,SHCW,2018-05-17,730,tarde
COLG01,BECKY,SBD,2018-05-17,960,tarde
HAMD01,BECKY,SHCM,2018-05-17,900,tarde
HILJ01,JOANNE,CMT,2018-05-17,870,tarde
HILJ01,SINEAD,SBD,2018-05-17,940,tarde
HOLL01,SINEAD,SBD,2018-05-17,720,tarde
HUDM01,JJ,SBD,2018-05-17,490,manha
LOCS01,JOANNE,CHLPL,2018-05-17,900,tarde
MANL01,SINEAD,SHCW,2018-05-17,780,tarde
MORB01,JOANNE,CFC,2018-05-17,950,tarde
MORB01,JJ,SHCW,2018-05-17,1030,tarde
OKEM01,JJ,SHCW,2018-05-17,600,manha
PER*01,BECKY,SBD,2018-05-17,780,tarde
PRIL01,JJ,SHCW,2018-05-17,900,tarde
SHAA01,SINEAD,SHCM,2018-05-17,1140,noite
SIDA01,BECKY,SHCW,2018-05-17,600,manha
STOS01,SINEAD,SHCW,2018-05-17,600,manha
WOOD02,BECKY,SBD,2018-05-17,850,tarde
YATT01,BECKY,SHCM,2018-05-17,700,manha
CORS02,BECKY,SHCW,2018-05-18,900,tarde
DELC01,BECKY,SHCM,2018-05-18,1080,noite
MASA01,BECKY,SHCM,2018-05-18,1020,tarde
MESK01,JJ,SHCW,2018-05-18,1140,noite
NICS01,JJ,SHCW,2018-05-18,850,tarde
OHAG01,JJ,SHCM,2018-05-18,660,manha
PENM01,BECKY,SBD,2018-05-18,650,manha
ROBT01,JOANNE,CHLPHC,2018-05-18,600,manha
SAMJ01,JJ,SHCW,2018-05-18,600,manha
SAMJ01,JOANNE,CHLPL,2018-05-18,680,manha
SIRM01,BECKY,SHCW,2018-05-18,540,manha
SKUD01,BECKY,SBD,2018-05-18,960,tarde
WOOD01,JOANNE,CTU,2018-05-18,840,tarde
WOOD01,JJ,SHCW,2018-05-18,910,tarde
BARE01,KELLY,CFC,2018-05-19,840,tarde
BARE01,KELLY,SHCW,2018-05-19,900,tarde
DANG01,JJ,SHCW,2018-05-19,960,tarde
DANJ01,JOANNE,CTU,2018-05-19,760,tarde
DANJ01,BECKY,SBD,2018-05-19,830,tarde
HASS01,KELLY,SHCW,2018-05-19,660,manha
IORC01,JJ,SHCW,2018-05-19,540,manha
JONE01,KELLY,SHCW,2018-05-19,540,manha
JONW01,KELLY,SHCW,2018-05-19,600,manha
LEIF01,SINEAD,SDUD,2018-05-19,720,tarde
LURM01,JOANNE,CALC,2018-05-19,870,tarde
MCGM01,SINEAD,SHCM,2018-05-19,870,tarde
MCKS01,SINEAD,SHCW,2018-05-19,540,manha
NELT01,SINEAD,SHCW,2018-05-19,810,tarde
NIDN01,JOANNE,CTU,2018-05-19,830,tarde
NIDN01,BECKY,SBD,2018-05-19,900,tarde
OGOE01,KELLY,SHCW,2018-05-19,730,tarde
RIZB01,KELLY,CFC,2018-05-19,870,tarde
RIZB01,KELLY,SHCW,2018-05-19,950,tarde
RONM01,JOANNE,CHLFHC,2018-05-19,640,manha
RUTR01,JOANNE,CFC,2018-05-19,540,manha
RUTR01,JJ,SBD,2018-05-19,620,manha
WONM02,JJ,SBD,2018-05-19,480,manha
ANDJ01,KELLY,CBAL,2018-05-22,660,manha
ANDJ01,KELLY,CT,2018-05-22,770,tarde
ANDJ01,KELLY,TRE 1,2018-05-22,800,tarde
ANDJ01,KELLY,SHCW,2018-05-22,820,tarde
BORJ01,JJ,SHCM,2018-05-22,1110,noite
CARB01,BECKY,CON,2018-05-22,1060,tarde
DAV*01,JJ,SHCW,2018-05-22,960,tarde
DRAR01,SINEAD,SHCM,2018-05-22,940,tarde
DUFD01,JJ,SHCM,2018-05-22,550,manha
ERVA01,SINEAD,SHCW,2018-05-22,760,tarde
HELJ01,BECKY,SHCM,2018-05-22,660,manha
HOLD01,BECKY,SHCW,2018-05-22,960,tarde
KUKH01,JOANNE,CHLPL,2018-05-22,1060,tarde
KUKH01,BECKY,SBD,2018-05-22,1150,noite
KUKK01,SINEAD,SBD,2018-05-22,710,manha
MOGS01,KELLY,SHCW,2018-05-22,600,manha
PN01,KELLY,SHCM,2018-05-22,1080,noite
RIVA01,BECKY,SHCW,2018-05-22,1080,noite
SHAI01,JOANNE,CHLPL,2018-05-22,950,tarde
SHAI01,JOANNE,TRE 1,2018-05-22,1000,tarde
SHAI01,SINEAD,SHCW,2018-05-22,1080,noite
WARG01,JJ,SHCW,2018-05-22,600,manha
WIL*01,JOANNE,CTU,2018-05-22,710,manha
WIL*01,JJ,SHCW,2018-05-22,790,tarde
WONM02,JJ,SBD,2018-05-22,480,manha
WOOJ01,JOANNE,CTU,2018-05-22,1020,tarde
WOOJ01,SINEAD,SBD,2018-05-22,1130,noite
.L01,JOANNE,CHLPHC,2018-05-23,640,manha
.L01,JJ,SHCW,2018-05-23,790,tarde
BERH01,JJ,SBD,2018-05-23,860,tarde
CLEE01,SINEAD,SHCW,2018-05-23,880,tarde
COLG01,SINEAD,SBD,2018-05-23,770,tarde
COXH01,KELLY,SHCW,2018-05-23,780,tarde
DOLD01,JJ,SHCW,2018-05-23,720,tarde
DRAA01,KELLY,SHCW,2018-05-23,840,tarde
GRIA01,SINEAD,SHCW,2018-05-23,630,manha
HENB01,JJ,SHCM,2018-05-23,940,tarde
KOSA01,KELLY,SHCW,2018-05-23,600,manha
NELT01,SINEAD,SBD,2018-05-23,840,tarde
PARJ01,KELLY,SHCM,2018-05-23,1030,tarde
PER*01,KELLY,SBD,2018-05-23,660,manha
POOD01,SINEAD,SHCM,2018-05-23,1020,tarde
POTR01,JJ,SHCM,2018-05-23,990,tarde
RICP01,SINEAD,SHCW,2018-05-23,700,manha
SAVC01,JJ,SHCW,2018-05-23,600,manha
SHEK01,SINEAD,SHCW,2018-05-23,1080,noite
SINS02,KELLY,SHCM,2018-05-23,720,tarde
SLUS01,JJ,SHCM,2018-05-23,660,manha
VELA01,JJ,SHCW,2018-05-23,1050,tarde
WALS01,SINEAD,SHCW,2018-05-23,1140,noite
AVPR01,BECKY,SBD,2018-05-24,1030,tarde
BENC01,JOANNE,CFC,2018-05-24,960,tarde
HENA01,JOANNE,CALC,2018-05-24,600,manha
HENA01,JOANNE,SMARTBOND,2018-05-24,690,manha
HENA01,BECKY,SHCW,2018-05-24,720,tarde
HIMB01,JJ,SHCW,2018-05-24,900,tarde
HOAB01,SINEAD,SHCW,2018-05-24,630,manha
HOLL01,JOANNE,CTU,2018-05-24,720,tarde
HOLL01,SINEAD,SHCW,2018-05-24,790,tarde
JOHJ01,JOANNE,CHLPL,2018-05-24,1030,tarde
MAKM01,SINEAD,SHCM,2018-05-24,1020,tarde
MAPJ01,JJ,SHCW,2018-05-24,700,manha
MCCB01,BECKY,SHCM,2018-05-24,900,tarde
MOIB01,JOANNE,CTU,2018-05-24,800,tarde
MOIB01,SINEAD,SHCW,2018-05-24,880,tarde
MOLA01,JJ,SHCW,2018-05-24,840,tarde
POLB01,BECKY,SBD,2018-05-24,780,tarde
RUTA01,JOANNE,CALC,2018-05-24,910,tarde
RUTA01,JJ,SHCW,2018-05-24,1000,tarde
THOJ01,SINEAD,SHCW,2018-05-24,940,tarde
APTM01,JJ,SHCM,2018-05-25,990,tarde
CARK01,KELLY,CTU,2018-05-25,630,manha
CARK01,KELLY,SBD,2018-05-25,690,manha
COWS01,BECKY,SHCW,2018-05-25,1060,tarde
DORR01,JJ,SHCW,2018-05-25,720,tarde
GUBD01,JJ,SHCM,2018-05-25,940,tarde
HIGA01,KELLY,SHCW,2018-05-25,990,tarde
HUDM01,JJ,SBD,2018-05-25,480,manha
IADA01,KELLY,SHCW,2018-05-25,720,tarde
INFB01,KELLY,CON,2018-05-25,1080,noite
KASJ01,BECKY,SHCW,2018-05-25,840,tarde
KINN01,JJ,SHCW,2018-05-25,540,manha
KLEA01,BECKY,SHCM,2018-05-25,590,manha
LYOH01,BECKY,SHCW,2018-05-25,900,tarde
MER*01,KELLY,SHCW,2018-05-25,840,tarde
PENM01,JOANNE,CMT,2018-05-25,960,tarde
PENM01,BECKY,SBD,2018-05-25,1020,tarde
SIRM01,BECKY,SBD,2018-05-25,540,manha
WAGW01,KELLY,SHCM,2018-05-25,770,tarde
WEIS01,JJ,SHCM,2018-05-25,1080,noite
WYRC01,JJ,SHCW,2018-05-25,780,tarde
ARRM01,KELLY,SBD,2018-05-26,980,tarde
BERI01,JJ,SHCM,2018-05-26,660,manha
BRAN01,SINEAD,SHCM,2018-05-26,830,tarde
BROS01,BECKY,SBD,2018-05-26,790,tarde
COLG01,JOANNE,CMT,2018-05-26,690,manha
COLG01,BECKY,SBD,2018-05-26,750,tarde
FIGM01,KELLY,CTU,2018-05-26,660,manha
FLAC01,JOANNE,CHLFH,2018-05-26,540,manha
FLAC01,SINEAD,SHCW,2018-05-26,680,manha
FLAS01,JOANNE,CFC,2018-05-26,630,manha
FLAS01,SINEAD,SHCW,2018-05-26,750,tarde
HENI01,JOANNE,CBAL,2018-05-26,730,tarde
HENI01,JJ,SHCW,2018-05-26,870,tarde
HILJ01,SINEAD,SBD,2018-05-26,540,manha
KRAV01,KELLY,CDPB,2018-05-26,720,tarde
KRAV01,KELLY,SHCW,2018-05-26,810,tarde
LANI01,JJ,SHCW,2018-05-26,810,tarde
MAUA01,JJ,SHCW,2018-05-26,590,manha
NELT01,SINEAD,SBD,2018-05-26,600,manha
PATB01,BECKY,SHCW,2018-05-26,840,tarde
RADP01,KELLY,SHCM,2018-05-26,750,tarde
RETM01,SINEAD,SHCW,2018-05-26,900,tarde
RODP01,SINEAD,SBD,2018-05-26,500,manha
SASM01,KELLY,CT,2018-05-26,860,tarde
SASM01,KELLY,SHCW,2018-05-26,880,tarde
SPEK01,JOANNE,CTU,2018-05-26,870,tarde
WILT01,JJ,SHCW,2018-05-26,750,tarde
WONM02,JJ,SBD,2018-05-26,930,tarde
WOOJ01,JJ,SBD,2018-05-26,990,tarde
ANDM01,BECKY,SHCM,2018-05-29,1140,noite
AYKS01,JOANNE,CHLPL,2018-05-29,840,tarde
AYKS01,KELLY,SHCW,2018-05-29,930,tarde
BUFJ01,BECKY,SHCM,2018-05-29,900,tarde
BUFW01,SINEAD,SHCM,2018-05-29,920,tarde
DAWP01,SINEAD,SHCW,2018-05-29,630,manha
DHAL01,JJ,SHCW,2018-05-29,600,manha
DODK01,SINEAD,SHCW,2018-05-29,1080,noite
HILD01,JOANNE,CHLPHC,2018-05-29,990,tarde
HILD01,JOANNE,SMARTBOND,2018-05-29,1080,noite
JOHD01,SINEAD,SHCM,2018-05-29,970,tarde
KEIS01,BECKY,SHCW,2018-05-29,840,tarde
KEN*01,SINEAD,SHCW,2018-05-29,730,tarde
LAWJ01,SINEAD,SHCM,2018-05-29,1020,tarde
LEB01,KELLY,SMARTBOND,2018-05-29,760,tarde
LEB01,KELLY,SHCW,2018-05-29,830,tarde
MULN01,JJ,SBD,2018-05-29,840,tarde
OWED01,SINEAD,SHCM,2018-05-29,810,tarde
PUGS01,JOANNE,CALC,2018-05-29,900,tarde
PUGS01,JJ,SHCW,2018-05-29,1020,tarde
ROWD01,BECKY,SHCW,2018-05-29,1050,tarde
SCHJ01,JJ,CCAMO,2018-05-29,820,tarde
STEJ01,KELLY,CFC,2018-05-29,720,tarde
STEJ01,KELLY,SHCW,2018-05-29,780,tarde
STEL02,BECKY,SHCM,2018-05-29,600,manha
STEM02,JJ,SHCM,2018-05-29,1100,noite
THOA01,KELLY,SHCW,2018-05-29,1080,noite
VANJ01,BECKY,SHCC,2018-05-29,1000,tarde
WALC01,JOANNE,CFC,2018-05-29,600,manha
WEIA01,JJ,SHCW,2018-05-29,960,tarde
ZUKS01,BECKY,SHCM,2018-05-29,950,tarde
BALJ01,SINEAD,SHCW,2018-05-30,630,manha
BOSJ01,SINEAD,SHCW,2018-05-30,840,tarde
BOYL01,SINEAD,CON,2018-05-30,700,manha
BREM01,SINEAD,SHCM,2018-05-30,1030,tarde
BROS01,HOUSE,SBD5+1,2018-05-30,780,tarde
CHUH01,SINEAD,SHCW,2018-05-30,1140,noite
DACJ01,SINEAD,SBD,2018-05-30,900,tarde
DEK01,JJ,SHCW,2018-05-30,900,tarde
ESKR01,JJ,SHCW,2018-05-30,840,tarde
FREJ01,BECKY,SHCM,2018-05-30,1100,noite
GALB01,JJ,SHCM,2018-05-30,660,manha
HOUC01,KELLY,SHCW,2018-05-30,660,manha
JOHJ01,SINEAD,SHCW,2018-05-30,1080,noite
KUKK01,SINEAD,SBD,2018-05-30,720,tarde
MAEJ01,JOANNE,CTU,2018-05-30,700,manha
MAEJ01,JJ,SHCW,2018-05-30,770,tarde
MOHR01,KELLY,SHCW,2018-05-30,920,tarde
MORD01,KELLY,SHCM,2018-05-30,600,manha
NELT01,SINEAD,SBD,2018-05-30,940,tarde
SLEA01,JJ,SHCM,2018-05-30,720,tarde
SPRK01,JOANNE,CHLPHC,2018-05-30,600,manha
SPRK01,BECKY,SBD,2018-05-30,730,tarde
BISD01,SINEAD,CON,2018-05-31,1110,noite
CHUJ01,SINEAD,SBD,2018-05-31,920,tarde
CORS02,BECKY,SHCW,2018-05-31,620,manha
COWS01,JOANNE,TRE 1,2018-05-31,1000,tarde
COWS01,JOANNE,CBAL,2018-05-31,1020,tarde
DOWR01,JJ,SBD,2018-05-31,1140,noite
ELSM01,BECKY,SBD,2018-05-31,1020,tarde
ERWS01,JJ,CON,2018-05-31,990,tarde
GELK01,JJ,SHCW,2018-05-31,780,tarde
HAMN01,JOANNE,CFC,2018-05-31,600,manha
HAMN01,BECKY,SBD,2018-05-31,680,manha
HOLG01,KELLY,SHCW,2018-05-31,1020,tarde
HOLL01,SINEAD,SBD,2018-05-31,750,tarde
IRWE01,SINEAD,SHCM,2018-05-31,1060,tarde
IRWE01,JOANNE,CTU,2018-05-31,1110,noite
LEEJ01,KELLY,SHCW,2018-05-31,840,tarde
LEVL01,JJ,SHCW,2018-05-31,680,manha
LYNG01,JJ,SHCM,2018-05-31,1050,tarde
MACK01,SINEAD,SHCM,2018-05-31,1010,tarde
MANL01,SINEAD,CON,2018-05-31,680,manha
MCGA01,JJ,SHCW,2018-05-31,840,tarde
OGRS01,JOANNE,CDPB,2018-05-31,810,tarde
OGRS01,JOANNE,SMARTBOND,2018-05-31,900,tarde
OGRS01,JJ,SHCW,2018-05-31,940,tarde
PAUB01,KELLY,CBAL,2018-05-31,1070,tarde
PER*01,JJ,SHCW,2018-05-31,520,manha
REIM01,BECKY,SHCM,2018-05-31,730,tarde
SMIC01,SINEAD,SHCW,2018-05-31,690,manha
STED01,KELLY,SBD,2018-05-31,960,tarde
STEK01,BECKY,SBD,2018-05-31,960,tarde
WAIS01,SINEAD,SHCW,2018-05-31,620,manha
WILS01,JJ,SHCW,2018-05-31,580,manha
YOUS01,JOANNE,CALC,2018-05-31,760,tarde
YOUS01,SINEAD,SHCW,2018-05-31,850,tarde
CYRA01,BECKY,CON,2018-06-01,960,tarde
FZUA01,BECKY,SHCW,2018-06-01,820,tarde
GOSD01,JJ,SHCW,2018-06-01,660,manha
GOUE01,BECKY,SHCW,2018-06-01,590,manha
JARM01,JJ,SHCW,2018-06-01,1110,noite
MCLI01,JJ,SHCM,2018-06-01,1060,tarde
MUMK01,JOANNE,CTU,2018-06-01,840,tarde
MUMK01,JJ,SHCW,2018-06-01,910,tarde
NADS01,JOANNE,CFC,2018-06-01,900,tarde
NADS01,JJ,SHCW,2018-06-01,1000,tarde
NADS01,KELLY,SBD,2018-06-01,1050,tarde
NICP01,BECKY,SHCM,2018-06-01,990,tarde
PAIK01,BECKY,SHCW,2018-06-01,1080,noite
PUGS01,JJ,SDUD,2018-06-01,720,tarde
SCHP01,JOANNE,CALC,2018-06-01,770,tarde
SCHP01,BECKY,SHCW,2018-06-01,880,tarde
SIRM01,BECKY,SBD,2018-06-01,540,manha
STEB01,BECKY,SHCM,2018-06-01,650,manha
ABLD01,BECKY,SHCM,2018-06-02,840,tarde
BANR01,JOANNE,CTU,2018-06-02,600,manha
BANR01,BECKY,SBD,2018-06-02,680,manha
BENL01,JOANNE,CT,2018-06-02,570,manha
BUDG02,SINEAD,SHCM,2018-06-02,780,tarde
BURK01,KELLY,SBD,2018-06-02,660,manha
CULT01,SINEAD,SHCW,2018-06-02,840,tarde
DHAS01,KELLY,SHCW,2018-06-02,920,tarde
FERK01,JJ,SBD,2018-06-02,770,tarde
HOFA01,JJ,SHCM,2018-06-02,540,manha
HOFA01,JJ,CCAMO,2018-06-02,590,manha
HUDM01,JOANNE,CHLPL,2018-06-02,680,manha
HUDM01,KELLY,SBD,2018-06-02,830,tarde
KIRR01,BECKY,SHCM,2018-06-02,930,tarde
MAF*01,JJ,SHCW,2018-06-02,900,tarde
METJ01,BECKY,SHCW,2018-06-02,530,manha
METJ01,BECKY,TRE 1,2018-06-02,580,manha
MILE01,SINEAD,SHCW,2018-06-02,660,manha
OHLJ01,JOANNE,CFC,2018-06-02,750,tarde
PEDM01,BECKY,SHCW,2018-06-02,600,manha
PEDM02,BECKY,SHCM,2018-06-02,730,tarde
PHIC01,SINEAD,SHCW,2018-06-02,590,manha
PURD01,JJ,SHCM,2018-06-02,840,tarde
RODP01,SINEAD,SBD,2018-06-02,530,manha
RODP01,SINEAD,TRE 1,2018-06-02,570,manha
RUMJ02,JOANNE,CTU,2018-06-02,540,manha
RUMJ02,JJ,SHCW,2018-06-02,620,manha
SKUD01,BECKY,SBD,2018-06-02,880,tarde
STUM01,JOANNE,CHLPHC,2018-06-02,820,tarde
VARL01,KELLY,CTU,2018-06-02,630,manha
VARL01,KELLY,SHCW,2018-06-02,710,manha
WOOJ01,SINEAD,SBD,2018-06-02,910,tarde
COMJ01,BECKY,SHCW,2018-06-03,900,tarde
CZES01,BECKY,SMO,2018-06-03,640,manha
INGS01,BECKY,SHCW,2018-06-03,840,tarde
MICM01,BECKY,SHCW,2018-06-03,780,tarde
NELT01,BECKY,SBD,2018-06-03,600,manha
SENM01,BECKY,SHCW,2018-06-03,960,tarde
WONM02,JJ,SHCW,2018-06-03,940,tarde
AITS01,JJ,SHCM,2018-06-05,600,manha
ASIS01,KELLY,SHCW,2018-06-05,600,manha
BISS01,JOANNE,CHLPL,2018-06-05,660,manha
BISS01,BECKY,SHCW,2018-06-05,780,tarde
BOWV01,JJ,SHCW,2018-06-05,750,tarde
BROA01,BECKY,SHCW,2018-06-05,700,manha
CASH01,JJ,SHCW,2018-06-05,1020,tarde
FINW01,BECKY,SHCM,2018-06-05,1140,noite
GORM01,JOANNE,CTU,2018-06-05,810,tarde
GORM01,KELLY,SHCW,2018-06-05,870,tarde
GRIP01,BECKY,SHCM,2018-06-05,600,manha
HEIM01,BECKY,SHCW,2018-06-05,980,tarde
LEHJ01,JJ,SHCM,2018-06-05,1080,noite
MARK01,BECKY,SHCW,2018-06-05,1080,noite
MARR01,JJ,SHCW,2018-06-05,1140,noite
REDM01,JJ,SHCW,2018-06-05,840,tarde
SIDA01,BECKY,SHCW,2018-06-05,650,manha
THOW02,JJ,SHCM,2018-06-05,660,manha
TRAS01,JOANNE,CHLPHC,2018-06-05,720,tarde
WRI*01,BECKY,SHCM,2018-06-05,930,tarde
YATT01,BECKY,SHCM,2018-06-05,880,tarde
AMAK01,KELLY,SBD,2018-06-06,930,tarde
ANDE01,KELLY,SHCW,2018-06-06,780,tarde
CHRJ01,JJ,SHCW,2018-06-06,840,tarde
CLAJ01,JJ,SBD,2018-06-06,1030,tarde
COLB01,JJ,SHCM,2018-06-06,480,manha
COLE01,JJ,SHCM,2018-06-06,510,manha
DANJ03,JJ,SHCW,2018-06-06,960,tarde
FEDS01,JJ,SHCW,2018-06-06,760,tarde
GRET01,JJ,SHCM,2018-06-06,550,manha
HOLL01,JJ,SBD,2018-06-06,720,tarde
LEEK01,KELLY,SHCW,2018-06-06,970,tarde
MCGA01,JOANNE,CAS,2018-06-06,840,tarde
NGUJ01,KELLY,CDPB,2018-06-06,600,manha
NGUJ01,KELLY,SHCW,2018-06-06,830,tarde
SCOL01,JJ,SHCW,2018-06-06,660,manha
TRUA01,JJ,SHCM,2018-06-06,1080,noite
VERD01,KELLY,SHCM,2018-06-06,1050,tarde
WEES01,JJ,SHCM,2018-06-06,900,tarde
ALCV01,KELLY,SHCW,2018-06-07,920,tarde
APPS01,KELLY,SBD,2018-06-07,870,tarde
BIZK01,JJ,SBD,2018-06-07,660,manha
BROA01,JOANNE,CTU,2018-06-07,900,tarde
BROF01,JOANNE,CALC,2018-06-07,630,manha
BROF01,KELLY,SBD,2018-06-07,720,tarde
CLUS01,KELLY,SHCW,2018-06-07,1030,tarde
HERD01,KELLY,SHCW,2018-06-07,1130,noite
KOOM01,JJ,SHCW,2018-06-07,600,manha
KUKK01,JOANNE,CHLPL,2018-06-07,1020,tarde
KUKK01,JJ,SBD,2018-06-07,1140,noite
NELT01,JJ,SBD,2018-06-07,550,manha
PENM01,JOANNE,CTU,2018-06-07,690,manha
PENM01,JJ,SHCW,2018-06-07,780,tarde
POLB01,KELLY,SBD,2018-06-07,780,tarde
SWAM01,KELLY,SHCW,2018-06-07,1080,noite
WINJ01,JJ,SHCW,2018-06-07,840,tarde
WOOD02,JJ,SBD,2018-06-07,1020,tarde
WOOJ01,JOANNE,CALC,2018-06-07,970,tarde
WOOJ01,JJ,SBD,2018-06-07,1060,tarde
ARRM01,JOANNE,CFC,2018-06-08,870,tarde
ARRM01,KELLY,SBD,2018-06-08,950,tarde
BEAA02,JJ,SHCW,2018-06-08,1130,noite
BOES01,JOANNE,CHLPL,2018-06-08,910,tarde
CALC01,KELLY,SHCW,2018-06-08,1030,tarde
CLAM01,JJ,SHCW,2018-06-08,720,tarde
COLG01,JJ,SBD,2018-06-08,980,tarde
DUFD01,JJ,CON,2018-06-08,570,manha
LUL01,KELLY,SHCW,2018-06-08,900,tarde
MALJ01,JJ,SHCW,2018-06-08,780,tarde
MARO01,KELLY,SDUD,2018-06-08,840,tarde
MERN01,KELLY,SHCW,2018-06-08,1080,noite
NGC01,KELLY,SHCW,2018-06-08,980,tarde
NICM01,JJ,SHCW,2018-06-08,600,manha
REIL01,JJ,SBD,2018-06-08,1030,tarde
SARK01,JJ,SHCW,2018-06-08,660,manha
SINS01,JJ,SHCM,2018-06-08,1080,noite
STOK02,JJ,SHCW,2018-06-08,890,tarde
ZIMJ01,JJ,SHCM,2018-06-08,840,tarde
BAIS01,KELLY,SHCW,2018-06-09,810,tarde
CAND01,JJ,SHCM,2018-06-09,660,manha
CAND01,JJ,CCAMO,2018-06-09,710,manha
CHOT01,KELLY,SHCW,2018-06-09,910,tarde
FRAL01,JOANNE,CFC,2018-06-09,780,tarde
FRAL01,KELLY,SHCW,2018-06-09,860,tarde
GALG01,JJ,SHCW,2018-06-09,540,manha
HUDM01,JJ,SBD,2018-06-09,480,manha
JASA01,JJ,SHCW,2018-06-09,880,tarde
KOSI01,JOANNE,CTU,2018-06-09,660,manha
KOSI01,JJ,SHCW,2018-06-09,750,tarde
KRIJ01,JJ,SHCW,2018-06-09,600,manha
KUZD01,JOANNE,CTU,2018-06-09,900,tarde
KUZD01,KELLY,SHCW,2018-06-09,970,tarde
LEAS01,JOANNE,CTU,2018-06-09,620,manha
LEVL01,JJ,SBD,2018-06-09,840,tarde
NEMM01,JJ,SHCW,2018-06-09,940,tarde
OBRK01,KELLY,SBD,2018-06-09,1020,tarde
PEDM01,JJ,CON,2018-06-09,730,tarde
YANJ01,KELLY,SHCW,2018-06-09,540,manha
ALCV01,KELLY,CBAL,2018-06-12,700,manha
ALCV01,KELLY,CT,2018-06-12,820,tarde
ALCV01,KELLY,SMARTBOND,2018-06-12,840,tarde
CLAM01,JOANNE,CHLPHC,2018-06-12,780,tarde
DAJR01,JOANNE,CFC,2018-06-12,1000,tarde
DAJR01,JJ,SHCW,2018-06-12,1080,noite
GIAL01,JOANNE,CHLPL,2018-06-12,1040,tarde
GIAL01,JJ,SHCW,2018-06-12,1140,noite
KULR01,KELLY,SHCW,2018-06-12,1080,noite
LEEP01,JJ,SHCM,2018-06-12,560,manha
LEL01,KELLY,SHCM,2018-06-12,660,manha
LINM02,JJ,SHCW,2018-06-12,860,tarde
MCCK01,KELLY,SHCW,2018-06-12,1030,tarde
MORB01,JOANNE,CTU,2018-06-12,720,tarde
MORB01,JJ,SHCW,2018-06-12,800,tarde
NELT01,JJ,SBD,2018-06-12,610,manha
PER*01,JJ,SBD,2018-06-12,510,manha
PIPJ01,JJ,SHCM,2018-06-12,1020,tarde
TAYL02,JJ,SHCW,2018-06-12,960,tarde
BELK01,KELLY,SHCW,2018-06-13,780,tarde
COLJ02,JJ,SHCW,2018-06-13,1110,noite
ELSM01,KELLY,SBD,2018-06-13,900,tarde
FELH01,JJ,SHCW,2018-06-13,660,manha
LIND01,JOANNE,CFC,2018-06-13,710,manha
