Receipt,Date,Description,Client,Staff,Quantity,Amount,GST,PST,mes_nome,mes_n,dia_nome,dia_n
849,2018-05-31,Men's hair cut,IRWE01,SINEAD,1,55.0,2.75,4.4,May,5,Thursday,3
851,2018-05-31,Blowdry,DOWR01,JJ,1,52.0,2.6,4.16,May,5,Thursday,3
852,2018-05-31,Balayage,PAUB01,KELLY,1,150.0,7.5,12.0,May,5,Thursday,3
852,2018-05-31,Smart Bond,PAUB01,KELLY,1,30.0,1.5,2.4,May,5,Thursday,3
852,2018-05-31,Color toner,PAUB01,KELLY,1,45.0,2.25,3.6,May,5,Thursday,3
853,2018-06-01,Blowdry,SIRM01,BECKY,1,50.0,2.5,4.0,June,6,Friday,4
854,2018-06-01,Women's hair cut,GOUE01,BECKY,1,80.0,4.0,6.4,June,6,Friday,4
855,2018-06-01,Men's hair cut,STEB01,BECKY,1,50.0,2.5,4.0,June,6,Friday,4
857,2018-06-01,Women's hair cut,GOSD01,JJ,1,82.0,4.1,6.56,June,6,Friday,4
858,2018-06-01,Dry updo,PUGS01,JJ,1,102.0,5.1,8.16,June,6,Friday,4
859,2018-06-01,Accent lights and color,SCHP01,JOANNE,1,110.0,5.5,8.8,June,6,Friday,4
859,2018-06-01,Women's hair cut,SCHP01,BECKY,1,70.0,3.5,5.6,June,6,Friday,4
860,2018-06-01,Women's hair cut,FZUA01,BECKY,1,60.0,3.0,4.8,June,6,Friday,4
864,2018-06-01,Color touch up,MUMK01,JOANNE,1,70.0,3.5,5.6,June,6,Friday,4
864,2018-06-01,Women's hair cut,MUMK01,JJ,1,75.0,3.75,6.0,June,6,Friday,4
866,2018-06-01,Men's hair cut,NICP01,BECKY,1,50.0,2.5,4.0,June,6,Friday,4
867,2018-06-01,Women's hair cut,NADS01,JJ,1,42.0,2.1,3.36,June,6,Friday,4
867,2018-06-01,Color full color,NADS01,JOANNE,1,75.0,3.75,6.0,June,6,Friday,4
867,2018-06-01,Blowdry,NADS01,KELLY,1,50.0,2.5,4.0,June,6,Friday,4
868,2018-06-01,Men's hair cut,MCLI01,JJ,1,60.0,3.0,4.8,June,6,Friday,4
869,2018-06-01,Women's hair cut,PAIK01,BECKY,1,60.0,3.0,4.8,June,6,Friday,4
870,2018-06-01,Women's hair cut,JARM01,JJ,1,102.0,5.1,8.16,June,6,Friday,4
871,2018-06-02,Blowdry,SKUD01,BECKY,1,50.0,2.5,4.0,June,6,Saturday,5
872,2018-06-02,Men's camo color,HOFA01,JJ,1,0.0,0.0,0.0,June,6,Saturday,5
872,2018-06-02,Men's hair cut,HOFA01,JJ,1,60.0,3.0,4.8,June,6,Saturday,5
873,2018-06-02,Women's hair cut,RUMJ02,JJ,1,92.0,4.6,7.36,June,6,Saturday,5
873,2018-06-02,Color touch up,RUMJ02,JOANNE,1,60.0,3.0,4.8,June,6,Saturday,5
874,2018-06-02,Men's hair cut,PURD01,JJ,1,40.0,2.0,3.2,June,6,Saturday,5
875,2018-06-02,Women's hair cut,METJ01,BECKY,1,60.0,3.0,4.8,June,6,Saturday,5
875,2018-06-02,Treatments 1,METJ01,BECKY,1,20.0,1.0,1.6,June,6,Saturday,5
876,2018-06-02,Men's hair cut,PEDM02,BECKY,1,30.0,1.5,2.4,June,6,Saturday,5
877,2018-06-02,Women's hair cut,PEDM01,BECKY,1,60.0,3.0,4.8,June,6,Saturday,5
878,2018-06-02,Women's hair cut,PHIC01,SINEAD,1,70.0,3.5,5.6,June,6,Saturday,5
881,2018-06-02,Men's hair cut,ABLD01,BECKY,1,30.0,1.5,2.4,June,6,Saturday,5
882,2018-06-02,Treatments 1,RODP01,SINEAD,1,20.0,1.0,1.6,June,6,Saturday,5
882,2018-06-02,Blowdry,RODP01,SINEAD,1,50.0,2.5,4.0,June,6,Saturday,5
883,2018-06-02,Color toner,BENL01,JOANNE,1,0.0,0.0,0.0,June,6,Saturday,5
884,2018-06-02,Blowdry,BURK01,KELLY,1,35.0,1.75,2.8,June,6,Saturday,5
886,2018-06-02,Women's hair cut,MILE01,SINEAD,1,90.0,4.5,7.2,June,6,Saturday,5
887,2018-06-02,Blowdry,BANR01,BECKY,1,50.0,2.5,4.0,June,6,Saturday,5
887,2018-06-02,Color touch up,BANR01,JOANNE,1,70.0,3.5,5.6,June,6,Saturday,5
888,2018-06-02,Color touch up,VARL01,KELLY,1,45.0,2.25,3.6,June,6,Saturday,5
888,2018-06-02,Women's hair cut,VARL01,KELLY,1,75.0,3.75,6.0,June,6,Saturday,5
889,2018-06-02,Men's hair cut,BUDG02,SINEAD,1,55.0,2.75,4.4,June,6,Saturday,5
89,2018-04-04,Women's hair cut,KEN*01,SINEAD,1,70.0,3.5,5.6,April,4,Wednesday,2
89,2018-04-04,PO SC superfood masque 150ml,KEN*01,SINEAD,1,38.31,1.9155,3.0648,April,4,Wednesday,2
890,2018-06-02,Blowdry,FERK01,JJ,1,32.0,1.6,2.56,June,6,Saturday,5
891,2018-06-02,Blowdry,HUDM01,KELLY,1,55.0,2.75,4.4,June,6,Saturday,5
891,2018-06-02,Highlights partial,HUDM01,JOANNE,1,160.0,8.0,12.8,June,6,Saturday,5
892,2018-06-02,Women's hair cut,CULT01,SINEAD,1,70.0,3.5,5.6,June,6,Saturday,5
894,2018-06-02,KM Night Rider 100g,WALK_IN,HOUSE,1,16.0,0.8,1.28,June,6,Saturday,5
895,2018-06-02,Blowdry,WOOJ01,SINEAD,1,50.0,2.5,4.0,June,6,Saturday,5
896,2018-06-02,Partial highlights and color,STUM01,JOANNE,1,160.0,8.0,12.8,June,6,Saturday,5
896,2018-06-02,Shu BB serum fine 150m,STUM01,JOANNE,1,37.8,1.89,3.024,June,6,Saturday,5
897,2018-06-02,KM Anti gravity lotion 150ml,WALK_IN,BECKY,1,16.0,0.8,1.28,June,6,Saturday,5
897,2018-06-02,KM Rough Rider 100g,WALK_IN,BECKY,1,16.0,0.8,1.28,June,6,Saturday,5
897,2018-06-02,KM Night Rider 100g,WALK_IN,BECKY,1,16.0,0.8,1.28,June,6,Saturday,5
898,2018-06-02,Women's hair cut,MAF*01,JJ,1,82.0,4.1,6.56,June,6,Saturday,5
898,2018-06-02,Shu texture wave 193g,MAF*01,JJ,1,37.8,1.89,3.024,June,6,Saturday,5
899,2018-06-02,Women's hair cut,DHAS01,KELLY,1,55.0,2.75,4.4,June,6,Saturday,5
9,2018-03-15,Men's hair cut,THOD01,JJ,1,40.0,2.0,3.2,March,3,Thursday,3
90,2018-04-04,Men's hair cut,SLUS01,JJ,1,40.0,2.0,3.2,April,4,Wednesday,2
900,2018-06-03,Blowdry,NELT01,BECKY,1,50.0,2.5,4.0,June,6,Sunday,6
902,2018-06-03,Smoothing treatment,CZES01,BECKY,1,240.0,12.0,19.2,June,6,Sunday,6
903,2018-06-03,KM Smooth Again 200ml,WALK_IN,BECKY,1,40.0,2.0,3.2,June,6,Sunday,6
904,2018-06-03,Women's hair cut,MICM01,BECKY,1,60.0,3.0,4.8,June,6,Sunday,6
905,2018-06-03,Women's hair cut,INGS01,BECKY,1,60.0,3.0,4.8,June,6,Sunday,6
906,2018-06-03,Women's hair cut,COMJ01,BECKY,1,60.0,3.0,4.8,June,6,Sunday,6
906,2018-06-03,KM Doo over 250ml,COMJ01,BECKY,1,34.5,1.725,2.76,June,6,Sunday,6
907,2018-06-03,Women's hair cut,WONM02,JJ,1,102.0,5.1,8.16,June,6,Sunday,6
908,2018-06-03,Women's hair cut,SENM01,BECKY,1,80.0,4.0,6.4,June,6,Sunday,6
909,2018-06-05,Men's hair cut,GRIP01,BECKY,1,50.0,2.5,4.0,June,6,Tuesday,1
91,2018-04-04,Men's hair cut,SARA01,JJ,1,40.0,2.0,3.2,April,4,Wednesday,2
910,2018-06-05,Men's hair cut,AITS01,JJ,1,40.0,2.0,3.2,June,6,Tuesday,1
911,2018-06-05,Women's hair cut,SIDA01,BECKY,1,60.0,3.0,4.8,June,6,Tuesday,1
912,2018-06-05,Men's hair cut,THOW02,JJ,1,60.0,3.0,4.8,June,6,Tuesday,1
913,2018-06-05,Shu essence absolue oil 150m,WALK_IN,HOUSE,1,41.4,2.07,3.312,June,6,Tuesday,1
914,2018-06-05,Women's hair cut,BROA01,BECKY,1,80.0,4.0,6.4,June,6,Tuesday,1
915,2018-06-05,Partial highlights and color,TRAS01,JOANNE,1,130.0,6.5,10.4,June,6,Tuesday,1
916,2018-06-05,Women's hair cut,BOWV01,JJ,1,102.0,5.1,8.16,June,6,Tuesday,1
918,2018-06-05,Women's hair cut,REDM01,JJ,1,102.0,5.1,8.16,June,6,Tuesday,1
919,2018-06-05,Men's hair cut,YATT01,BECKY,1,50.0,2.5,4.0,June,6,Tuesday,1
92,2018-04-04,Highlights full,SCHH01,KELLY,1,120.0,6.0,9.6,April,4,Wednesday,2
92,2018-04-04,Blowdry,SCHH01,SINEAD,1,40.0,2.0,3.2,April,4,Wednesday,2
920,2018-06-05,Women's hair cut,GORM01,KELLY,1,65.0,3.25,5.2,June,6,Tuesday,1
920,2018-06-05,Color touch up,GORM01,JOANNE,1,60.0,3.0,4.8,June,6,Tuesday,1
921,2018-06-05,Men's hair cut,WRI*01,BECKY,1,50.0,2.5,4.0,June,6,Tuesday,1
922,2018-06-05,Women's hair cut,HEIM01,BECKY,1,80.0,4.0,6.4,June,6,Tuesday,1
923,2018-06-05,Women's hair cut,CASH01,JJ,1,102.0,5.1,8.16,June,6,Tuesday,1
924,2018-06-05,Women's hair cut,MARK01,BECKY,1,80.0,4.0,6.4,June,6,Tuesday,1
925,2018-06-05,Men's hair cut,LEHJ01,JJ,1,50.0,2.5,4.0,June,6,Tuesday,1
926,2018-06-05,Men's hair cut,FINW01,BECKY,1,50.0,2.5,4.0,June,6,Tuesday,1
927,2018-06-05,Women's hair cut,MARR01,JJ,1,82.0,4.1,6.56,June,6,Tuesday,1
930,2018-06-06,Men's hair cut,COLE01,JJ,1,60.0,3.0,4.8,June,6,Wednesday,2
930,2018-06-06,Men's hair cut,COLB01,JJ,1,60.0,3.0,4.8,June,6,Wednesday,2
933,2018-06-06,Men's hair cut,GRET01,JJ,1,60.0,3.0,4.8,June,6,Wednesday,2
933,2018-06-06,Shu silk bloom sh300ml,GRET01,JJ,1,41.4,2.07,3.312,June,6,Wednesday,2
937,2018-06-06,Women's hair cut,SCOL01,JJ,1,90.0,4.5,7.2,June,6,Wednesday,2
939,2018-06-06,Blowdry,HOLL01,JJ,1,52.0,2.6,4.16,June,6,Wednesday,2
94,2018-04-04,Men's hair cut,MARG01,JJ,1,40.0,2.0,3.2,April,4,Wednesday,2
940,2018-06-06,Women's hair cut,FEDS01,JJ,1,82.0,4.1,6.56,June,6,Wednesday,2
941,2018-06-06,Women's hair cut,ANDE01,KELLY,1,55.0,2.75,4.4,June,6,Wednesday,2
942,2018-06-06,Women's hair cut,CHRJ01,JJ,1,82.0,4.1,6.56,June,6,Wednesday,2
943,2018-06-06,Men's hair cut,WEES01,JJ,1,40.0,2.0,3.2,June,6,Wednesday,2
944,2018-06-06,Color additional service,MCGA01,JOANNE,1,50.0,2.5,4.0,June,6,Wednesday,2
945,2018-06-06,Women's hair cut,NGUJ01,KELLY,1,45.0,2.25,3.6,June,6,Wednesday,2
945,2018-06-06,double process blonde,NGUJ01,KELLY,1,180.0,9.0,14.4,June,6,Wednesday,2
945,2018-06-06,Smart Bond,NGUJ01,KELLY,1,75.0,3.75,6.0,June,6,Wednesday,2
947,2018-06-06,Blowdry,AMAK01,KELLY,1,35.0,1.75,2.8,June,6,Wednesday,2
948,2018-06-06,Women's hair cut,DANJ03,JJ,1,82.0,4.1,6.56,June,6,Wednesday,2
949,2018-06-06,Women's hair cut,LEEK01,KELLY,1,55.0,2.75,4.4,June,6,Wednesday,2
950,2018-06-06,Blowdry,CLAJ01,JJ,1,32.0,1.6,2.56,June,6,Wednesday,2
951,2018-06-06,Men's hair cut,VERD01,KELLY,1,35.0,1.75,2.8,June,6,Wednesday,2
952,2018-06-06,Men's hair cut,TRUA01,JJ,1,40.0,2.0,3.2,June,6,Wednesday,2
953,2018-06-07,Blowdry,NELT01,JJ,1,52.0,2.6,4.16,June,6,Thursday,3
954,2018-06-07,Women's hair cut,KOOM01,JJ,1,102.0,5.1,8.16,June,6,Thursday,3
955,2018-06-07,Blowdry,BIZK01,JJ,1,32.0,1.6,2.56,June,6,Thursday,3
957,2018-06-07,Accent lights and color,BROF01,JOANNE,1,140.0,7.0,11.2,June,6,Thursday,3
957,2018-06-07,Blowdry,BROF01,KELLY,1,55.0,2.75,4.4,June,6,Thursday,3
958,2018-06-07,Blowdry,POLB01,KELLY,1,55.0,2.75,4.4,June,6,Thursday,3
959,2018-06-07,Women's hair cut,PENM01,JJ,1,102.0,5.1,8.16,June,6,Thursday,3
959,2018-06-07,Color touch up,PENM01,JOANNE,1,70.0,3.5,5.6,June,6,Thursday,3
96,2018-04-05,Women's hair cut,JASA01,JJ,1,82.0,4.1,6.56,April,4,Thursday,3
961,2018-06-07,Women's hair cut,WINJ01,JJ,1,82.0,4.1,6.56,June,6,Thursday,3
963,2018-06-07,Women's hair cut,ALCV01,KELLY,1,55.0,2.75,4.4,June,6,Thursday,3
964,2018-06-07,Color touch up,BROA01,JOANNE,1,70.0,3.5,5.6,June,6,Thursday,3
965,2018-06-07,Blowdry,WOOD02,JJ,1,52.0,2.6,4.16,June,6,Thursday,3
967,2018-06-07,Women's hair cut,CLUS01,KELLY,1,55.0,2.75,4.4,June,6,Thursday,3
968,2018-06-07,Women's hair cut,SWAM01,KELLY,1,55.0,2.75,4.4,June,6,Thursday,3
969,2018-06-07,Accent lights and color,WOOJ01,JOANNE,1,140.0,7.0,11.2,June,6,Thursday,3
969,2018-06-07,Blowdry,WOOJ01,JJ,1,52.0,2.6,4.16,June,6,Thursday,3
97,2018-04-05,Women's hair cut,VERM01,JJ,1,82.0,4.1,6.56,April,4,Thursday,3
971,2018-06-07,Women's hair cut,HERD01,KELLY,1,45.0,2.25,3.6,June,6,Thursday,3
971,2018-06-07,LP hair touch up brown 59ml,HERD01,KELLY,1,18.45,0.9225,1.476,June,6,Thursday,3
973,2018-06-07,Blowdry,KUKK01,JJ,1,42.0,2.1,3.36,June,6,Thursday,3
973,2018-06-07,Highlights partial,KUKK01,JOANNE,1,150.0,7.5,12.0,June,6,Thursday,3
974,2018-06-08,Women's hair cut,NICM01,JJ,1,102.0,5.1,8.16,June,6,Friday,4
975,2018-06-08,Women's hair cut,SARK01,JJ,1,102.0,5.1,8.16,June,6,Friday,4
976,2018-06-08,Women's hair cut,CLAM01,JJ,1,82.0,4.1,6.56,June,6,Friday,4
977,2018-06-08,Women's hair cut,MALJ01,JJ,1,82.0,4.1,6.56,June,6,Friday,4
978,2018-06-08,Men's hair cut,ZIMJ01,JJ,1,60.0,3.0,4.8,June,6,Friday,4
979,2018-06-08,Dry updo,MARO01,KELLY,1,60.0,3.0,4.8,June,6,Friday,4
98,2018-04-05,Women's hair cut,DANJ02,BECKY,1,60.0,3.0,4.8,April,4,Thursday,3
980,2018-06-08,Women's hair cut,LUL01,KELLY,1,75.0,3.75,6.0,June,6,Friday,4
981,2018-06-08,Highlights partial,BOES01,JOANNE,1,120.0,6.0,9.6,June,6,Friday,4
982,2018-06-08,Women's hair cut,STOK02,JJ,1,82.0,4.1,6.56,June,6,Friday,4
982,2018-06-08,Blowdry,ARRM01,KELLY,1,45.0,2.25,3.6,June,6,Friday,4
982,2018-06-08,Color full color,ARRM01,JOANNE,1,75.0,3.75,6.0,June,6,Friday,4
983,2018-06-08,Blowdry,COLG01,JJ,1,52.0,2.6,4.16,June,6,Friday,4
984,2018-06-08,Women's hair cut,NGC01,KELLY,1,55.0,2.75,4.4,June,6,Friday,4
985,2018-06-08,Blowdry,REIL01,JJ,1,52.0,2.6,4.16,June,6,Friday,4
986,2018-06-08,Women's hair cut,MERN01,KELLY,1,55.0,2.75,4.4,June,6,Friday,4
987,2018-06-08,Men's hair cut,SINS01,JJ,1,60.0,3.0,4.8,June,6,Friday,4
988,2018-06-08,Women's hair cut,CALC01,KELLY,1,55.0,2.75,4.4,June,6,Friday,4
989,2018-06-08,Women's hair cut,BEAA02,JJ,1,82.0,4.1,6.56,June,6,Friday,4
989,2018-06-08,Shu cotton uzu 75m,BEAA02,JJ,1,37.8,1.89,3.024,June,6,Friday,4
99,2018-04-05,Women's hair cut,JARS01,JJ,1,82.0,4.1,6.56,April,4,Thursday,3
990,2018-06-09,Blowdry,HUDM01,JJ,1,52.0,2.6,4.16,June,6,Saturday,5
991,2018-06-09,Women's hair cut,KRIJ01,JJ,1,102.0,5.1,8.16,June,6,Saturday,5
993,2018-06-09,Women's hair cut,YANJ01,KELLY,1,45.0,2.25,3.6,June,6,Saturday,5
994,2018-06-09,Women's hair cut,GALG01,JJ,1,102.0,5.1,8.16,June,6,Saturday,5
995,2018-06-09,Color touch up,LEAS01,JOANNE,1,50.0,2.5,4.0,June,6,Saturday,5
998,2018-06-09,Men's hair cut,CAND01,JJ,1,60.0,3.0,4.8,June,6,Saturday,5
998,2018-06-09,Men's camo color,CAND01,JJ,1,45.0,2.25,3.6,June,6,Saturday,5
999,2018-06-09,Color touch up,KOSI01,JOANNE,1,70.0,3.5,5.6,June,6,Saturday,5
999,2018-06-09,Women's hair cut,KOSI01,JJ,1,102.0,5.1,8.16,June,6,Saturday,5
