Receipt,Date,Description,Client,Staff,Quantity,Amount,GST,PST,mes_nome,mes_n,dia_nome,dia_n
650,2018-05-19,Men's hair cut,MCGM01,SINEAD,1,35.0,1.75,2.8,May,5,Saturday,5
651,2018-05-19,Women's hair cut,BARE01,KELLY,1,45.0,2.25,3.6,May,5,Saturday,5
651,2018-05-19,Color full color,BARE01,KELLY,1,65.0,3.25,5.2,May,5,Saturday,5
652,2018-05-19,Color touch up,NIDN01,JOANNE,1,70.0,3.5,5.6,May,5,Saturday,5
652,2018-05-19,Blowdry,NIDN01,BECKY,1,50.0,2.5,4.0,May,5,Saturday,5
653,2018-05-19,Color full color,RIZB01,KELLY,1,55.0,2.75,4.4,May,5,Saturday,5
653,2018-05-19,Women's hair cut,RIZB01,KELLY,1,55.0,2.75,4.4,May,5,Saturday,5
654,2018-05-19,Women's hair cut,DANG01,JJ,1,82.0,4.1,6.56,May,5,Saturday,5
655,2018-05-19,Accent lights and color,LURM01,JOANNE,1,120.0,6.0,9.6,May,5,Saturday,5
656,2018-05-22,Blowdry,WONM02,JJ,1,52.0,2.6,4.16,May,5,Tuesday,1
658,2018-05-22,Men's hair cut,DUFD01,JJ,1,60.0,3.0,4.8,May,5,Tuesday,1
659,2018-05-22,Women's hair cut,MOGS01,KELLY,1,45.0,2.25,3.6,May,5,Tuesday,1
66,2018-04-03,Blowdry,WONM02,JJ,1,32.0,1.6,2.56,April,4,Tuesday,1
660,2018-05-22,Women's hair cut,WARG01,JJ,1,102.0,5.1,8.16,May,5,Tuesday,1
662,2018-05-22,Men's hair cut,HELJ01,BECKY,1,50.0,2.5,4.0,May,5,Tuesday,1
663,2018-05-22,Balayage,ANDJ01,KELLY,1,150.0,7.5,12.0,May,5,Tuesday,1
663,2018-05-22,Women's hair cut,ANDJ01,KELLY,1,65.0,3.25,5.2,May,5,Tuesday,1
663,2018-05-22,Treatments 1,ANDJ01,KELLY,1,20.0,1.0,1.6,May,5,Tuesday,1
663,2018-05-22,Color toner,ANDJ01,KELLY,1,45.0,2.25,3.6,May,5,Tuesday,1
664,2018-05-22,Blowdry,KUKK01,SINEAD,1,50.0,2.5,4.0,May,5,Tuesday,1
665,2018-05-22,PO strength cure con 250ml,WALK_IN,BECKY,1,37.25,1.8625,2.98,May,5,Tuesday,1
666,2018-05-22,Color touch up,WIL*01,JOANNE,1,60.0,3.0,4.8,May,5,Tuesday,1
666,2018-05-22,Women's hair cut,WIL*01,JJ,1,92.0,4.6,7.36,May,5,Tuesday,1
667,2018-05-22,Women's hair cut,ERVA01,SINEAD,1,70.0,3.5,5.6,May,5,Tuesday,1
668,2018-05-22,Men's hair cut,DRAR01,SINEAD,1,35.0,1.75,2.8,May,5,Tuesday,1
669,2018-05-22,Women's hair cut,DAV*01,JJ,1,102.0,5.1,8.16,May,5,Tuesday,1
67,2018-04-03,Blowdry,THOW01,JJ,1,32.0,1.6,2.56,April,4,Tuesday,1
670,2018-05-22,Women's hair cut,HOLD01,BECKY,1,60.0,3.0,4.8,May,5,Tuesday,1
671,2018-05-22,Women's hair cut,SHAI01,SINEAD,1,80.0,4.0,6.4,May,5,Tuesday,1
671,2018-05-22,Highlights partial,SHAI01,JOANNE,1,150.0,7.5,12.0,May,5,Tuesday,1
671,2018-05-22,Treatments 1,SHAI01,JOANNE,1,20.0,1.0,1.6,May,5,Tuesday,1
672,2018-05-22,Men's hair cut,PN01,KELLY,1,35.0,1.75,2.8,May,5,Tuesday,1
673,2018-05-22,Women's hair cut,RIVA01,BECKY,1,60.0,3.0,4.8,May,5,Tuesday,1
674,2018-05-22,Men's hair cut,BORJ01,JJ,1,40.0,2.0,3.2,May,5,Tuesday,1
675,2018-05-22,Blowdry,KUKH01,BECKY,1,40.0,2.0,3.2,May,5,Tuesday,1
675,2018-05-22,Highlights partial,KUKH01,JOANNE,1,150.0,7.5,12.0,May,5,Tuesday,1
677,2018-05-22,Blowdry,WOOJ01,SINEAD,1,50.0,2.5,4.0,May,5,Tuesday,1
677,2018-05-22,Color touch up,WOOJ01,JOANNE,1,70.0,3.5,5.6,May,5,Tuesday,1
678,2018-05-23,Women's hair cut,SAVC01,JJ,1,82.0,4.1,6.56,May,5,Wednesday,2
679,2018-05-23,Women's hair cut,KOSA01,KELLY,1,45.0,2.25,3.6,May,5,Wednesday,2
68,2018-04-03,Blow dry bundle 5+1,SKUD01,BECKY,1,230.0,11.5,18.4,April,4,Tuesday,1
680,2018-05-23,Women's hair cut,GRIA01,SINEAD,1,90.0,4.5,7.2,May,5,Wednesday,2
681,2018-05-23,Blowdry,PER*01,KELLY,1,55.0,2.75,4.4,May,5,Wednesday,2
684,2018-05-23,Men's hair cut,SLUS01,JJ,1,60.0,3.0,4.8,May,5,Wednesday,2
686,2018-05-23,Women's hair cut,RICP01,SINEAD,1,90.0,4.5,7.2,May,5,Wednesday,2
687,2018-05-23,Women's hair cut,DOLD01,JJ,1,102.0,5.1,8.16,May,5,Wednesday,2
688,2018-05-23,Men's hair cut,SINS02,KELLY,1,30.0,1.5,2.4,May,5,Wednesday,2
689,2018-05-23,Blowdry,COLG01,SINEAD,1,50.0,2.5,4.0,May,5,Wednesday,2
69,2018-04-03,Women's hair cut,LINJ01,JJ,1,82.0,4.1,6.56,April,4,Tuesday,1
69,2018-04-03,PO hydrate sh  250ml,LINJ01,JJ,1,32.44,1.622,2.5952,April,4,Tuesday,1
690,2018-05-23,Women's hair cut,COXH01,KELLY,1,55.0,2.75,4.4,May,5,Wednesday,2
690,2018-05-23,KM Doo over 250ml,COXH01,KELLY,1,31.05,1.5525,2.484,May,5,Wednesday,2
690,2018-05-23,PO color fanatic 200ml,COXH01,KELLY,1,27.45,1.3725,2.196,May,5,Wednesday,2
691,2018-05-23,Partial highlights and color,.L01,JOANNE,1,170.0,8.5,13.6,May,5,Wednesday,2
691,2018-05-23,Women's hair cut,.L01,JJ,1,92.0,4.6,7.36,May,5,Wednesday,2
692,2018-05-23,Blowdry,NELT01,SINEAD,1,50.0,2.5,4.0,May,5,Wednesday,2
693,2018-05-23,Women's hair cut,DRAA01,KELLY,1,55.0,2.75,4.4,May,5,Wednesday,2
694,2018-05-23,Blowdry,BERH01,JJ,1,52.0,2.6,4.16,May,5,Wednesday,2
695,2018-05-23,Women's hair cut,CLEE01,SINEAD,1,70.0,3.5,5.6,May,5,Wednesday,2
695,2018-05-23,PO CV instant levitation mist,CLEE01,SINEAD,1,35.4,1.77,2.832,May,5,Wednesday,2
696,2018-05-23,Men's hair cut,PARJ01,KELLY,1,35.0,1.75,2.8,May,5,Wednesday,2
697,2018-05-23,Men's hair cut,HENB01,JJ,1,60.0,3.0,4.8,May,5,Wednesday,2
698,2018-05-23,Shu Sheer lacquer 226g,WALK_IN,JOANNE,1,42.0,2.1,3.36,May,5,Wednesday,2
701,2018-05-23,Men's hair cut,POTR01,JJ,1,60.0,3.0,4.8,May,5,Wednesday,2
702,2018-05-23,Men's hair cut,POOD01,SINEAD,1,55.0,2.75,4.4,May,5,Wednesday,2
703,2018-05-23,Women's hair cut,VELA01,JJ,1,82.0,4.1,6.56,May,5,Wednesday,2
704,2018-05-23,Women's hair cut,SHEK01,SINEAD,1,70.0,3.5,5.6,May,5,Wednesday,2
705,2018-05-23,Women's hair cut,WALS01,SINEAD,1,70.0,3.5,5.6,May,5,Wednesday,2
706,2018-05-24,Women's hair cut,HENA01,BECKY,1,70.0,3.5,5.6,May,5,Thursday,3
706,2018-05-24,Smart Bond,HENA01,JOANNE,1,20.0,1.0,1.6,May,5,Thursday,3
706,2018-05-24,Accent lights and color,HENA01,JOANNE,1,130.0,6.5,10.4,May,5,Thursday,3
707,2018-05-24,Women's hair cut,HOAB01,SINEAD,1,70.0,3.5,5.6,May,5,Thursday,3
708,2018-05-24,Women's hair cut,MAPJ01,JJ,1,82.0,4.1,6.56,May,5,Thursday,3
709,2018-05-24,Blowdry,POLB01,BECKY,1,30.0,1.5,2.4,May,5,Thursday,3
710,2018-05-24,Women's hair cut,MOLA01,JJ,1,102.0,5.1,8.16,May,5,Thursday,3
710,2018-05-24,Shu Muroto volume sh300,MOLA01,JJ,1,41.4,2.07,3.312,May,5,Thursday,3
711,2018-05-24,Color touch up,MOIB01,JOANNE,1,70.0,3.5,5.6,May,5,Thursday,3
711,2018-05-24,Women's hair cut,MOIB01,SINEAD,1,90.0,4.5,7.2,May,5,Thursday,3
711,2018-05-24,PO Hydrate superfood masque150,MOIB01,SINEAD,1,36.3,1.815,2.904,May,5,Thursday,3
712,2018-05-24,Men's hair cut,MCCB01,BECKY,1,50.0,2.5,4.0,May,5,Thursday,3
713,2018-05-24,Women's hair cut,HIMB01,JJ,1,82.0,4.1,6.56,May,5,Thursday,3
714,2018-05-24,Color touch up,HOLL01,JOANNE,1,70.0,3.5,5.6,May,5,Thursday,3
714,2018-05-24,Women's hair cut,HOLL01,SINEAD,1,90.0,4.5,7.2,May,5,Thursday,3
715,2018-05-24,Women's hair cut,THOJ01,SINEAD,1,70.0,3.5,5.6,May,5,Thursday,3
716,2018-05-24,Color full color,BENC01,JOANNE,1,65.0,3.25,5.2,May,5,Thursday,3
719,2018-05-24,Women's hair cut,RUTA01,JJ,1,102.0,5.1,8.16,May,5,Thursday,3
719,2018-05-24,Accent lights and color,RUTA01,JOANNE,1,140.0,7.0,11.2,May,5,Thursday,3
72,2018-04-03,Men's hair cut,YATT01,BECKY,1,30.0,1.5,2.4,April,4,Tuesday,1
721,2018-05-24,Men's hair cut,MAKM01,SINEAD,1,55.0,2.75,4.4,May,5,Thursday,3
722,2018-05-24,Blowdry,AVPR01,BECKY,1,30.0,1.5,2.4,May,5,Thursday,3
725,2018-05-24,Highlights partial,JOHJ01,JOANNE,1,160.0,8.0,12.8,May,5,Thursday,3
726,2018-05-25,Blowdry,HUDM01,JJ,1,52.0,2.6,4.16,May,5,Friday,4
728,2018-05-25,Blowdry,SIRM01,BECKY,1,50.0,2.5,4.0,May,5,Friday,4
729,2018-05-25,Women's hair cut,KINN01,JJ,1,102.0,5.1,8.16,May,5,Friday,4
730,2018-05-25,Men's hair cut,KLEA01,BECKY,1,50.0,2.5,4.0,May,5,Friday,4
731,2018-05-25,Color touch up,CARK01,KELLY,1,40.0,2.0,3.2,May,5,Friday,4
731,2018-05-25,Blowdry,CARK01,KELLY,1,35.0,1.75,2.8,May,5,Friday,4
732,2018-05-25,Women's hair cut,IADA01,KELLY,1,55.0,2.75,4.4,May,5,Friday,4
733,2018-05-25,Women's hair cut,DORR01,JJ,1,82.0,4.1,6.56,May,5,Friday,4
734,2018-05-25,Women's hair cut,WYRC01,JJ,1,102.0,5.1,8.16,May,5,Friday,4
735,2018-05-25,Women's hair cut,MER*01,KELLY,1,55.0,2.75,4.4,May,5,Friday,4
736,2018-05-25,Women's hair cut,KASJ01,BECKY,1,60.0,3.0,4.8,May,5,Friday,4
737,2018-05-25,Women's hair cut,LYOH01,BECKY,1,60.0,3.0,4.8,May,5,Friday,4
738,2018-05-25,Men's hair cut,GUBD01,JJ,1,60.0,3.0,4.8,May,5,Friday,4
739,2018-05-25,Women's hair cut,HIGA01,KELLY,1,55.0,2.75,4.4,May,5,Friday,4
74,2018-04-03,Women's hair cut,BREH01,JJ,1,82.0,4.1,6.56,April,4,Tuesday,1
740,2018-05-25,Men's hair cut,APTM01,JJ,1,30.0,1.5,2.4,May,5,Friday,4
740,2018-05-25,Shu cleansing oil con 250m,APTM01,JJ,1,44.8,2.24,3.584,May,5,Friday,4
740,2018-05-25,Shu cleansing oil sh400ml,APTM01,JJ,1,44.8,2.24,3.584,May,5,Friday,4
741,2018-05-25,Color mini touch up,PENM01,JOANNE,1,50.0,2.5,4.0,May,5,Friday,4
741,2018-05-25,Blowdry,PENM01,BECKY,1,50.0,2.5,4.0,May,5,Friday,4
742,2018-05-25,Men's hair cut,WEIS01,JJ,1,40.0,2.0,3.2,May,5,Friday,4
743,2018-05-25,Consultation,INFB01,KELLY,1,0.0,0.0,0.0,May,5,Friday,4
744,2018-05-25,Women's hair cut,COWS01,BECKY,1,60.0,3.0,4.8,May,5,Friday,4
745,2018-05-26,Blowdry,RODP01,SINEAD,1,50.0,2.5,4.0,May,5,Saturday,5
745,2018-05-26,PO strength cure sh 250ml,RODP01,SINEAD,1,30.73,1.5365,2.4584,May,5,Saturday,5
746,2018-05-26,Blowdry,HILJ01,SINEAD,1,50.0,2.5,4.0,May,5,Saturday,5
747,2018-05-26,Blowdry,NELT01,SINEAD,1,50.0,2.5,4.0,May,5,Saturday,5
748,2018-05-26,Blowdry,BROS01,BECKY,1,50.0,2.5,4.0,May,5,Saturday,5
749,2018-05-26,Men's hair cut,BERI01,JJ,1,60.0,3.0,4.8,May,5,Saturday,5
749,2018-05-26,Shu cleansing oil sh400ml,BERI01,JJ,1,50.4,2.52,4.032,May,5,Saturday,5
75,2018-04-03,Shu color lustre sh 300ml,WALK_IN,JJ,1,43.7,2.185,3.496,April,4,Tuesday,1
75,2018-04-03,Shu color lustre con 250ml,WALK_IN,JJ,1,53.2,2.66,4.256,April,4,Tuesday,1
750,2018-05-26,Color touch up,FIGM01,KELLY,1,45.0,2.25,3.6,May,5,Saturday,5
751,2018-05-26,Color mini touch up,COLG01,JOANNE,1,50.0,2.5,4.0,May,5,Saturday,5
751,2018-05-26,Blowdry,COLG01,BECKY,1,50.0,2.5,4.0,May,5,Saturday,5
752,2018-05-26,Men's hair cut,RADP01,KELLY,1,35.0,1.75,2.8,May,5,Saturday,5
753,2018-05-26,Color full color,FLAS01,JOANNE,1,75.0,3.75,6.0,May,5,Saturday,5
753,2018-05-26,Women's hair cut,FLAS01,SINEAD,1,80.0,4.0,6.4,May,5,Saturday,5
753,2018-05-26,PO hydrate sheer con 250ml,FLAS01,SINEAD,1,33.52,1.676,2.6816,May,5,Saturday,5
753,2018-05-26,PO Hydrate sheer sh 250ml,FLAS01,SINEAD,1,30.73,1.5365,2.4584,May,5,Saturday,5
753,2018-05-26,PO clean volume mousse 238g,FLAS01,SINEAD,1,36.3,1.815,2.904,May,5,Saturday,5
754,2018-05-26,Highlights full,FLAC01,JOANNE,1,170.0,8.5,13.6,May,5,Saturday,5
754,2018-05-26,Women's hair cut,FLAC01,SINEAD,1,80.0,4.0,6.4,May,5,Saturday,5
754,2018-05-26,PO strength cure con 250ml,FLAC01,SINEAD,1,33.52,1.676,2.6816,May,5,Saturday,5
754,2018-05-26,PO strength cure sh 250ml,FLAC01,SINEAD,1,30.73,1.5365,2.4584,May,5,Saturday,5
755,2018-05-26,Women's hair cut,WILT01,JJ,1,82.0,4.1,6.56,May,5,Saturday,5
755,2018-05-26,Shu essence absolue oil 150m,WILT01,JJ,1,62.1,3.105,4.968,May,5,Saturday,5
756,2018-05-26,Women's hair cut,LANI01,JJ,1,82.0,4.1,6.56,May,5,Saturday,5
757,2018-05-26,Men's hair cut,BRAN01,SINEAD,1,35.0,1.75,2.8,May,5,Saturday,5
758,2018-05-26,double process blonde,KRAV01,KELLY,1,80.0,4.0,6.4,May,5,Saturday,5
758,2018-05-26,Women's hair cut,KRAV01,KELLY,1,75.0,3.75,6.0,May,5,Saturday,5
758,2018-05-26,Smart Bond,KRAV01,KELLY,1,25.0,1.25,2.0,May,5,Saturday,5
76,2018-04-03,Men's hair cut,NICP01,BECKY,1,30.0,1.5,2.4,April,4,Tuesday,1
761,2018-05-26,Balayage,HENI01,JOANNE,1,180.0,9.0,14.4,May,5,Saturday,5
761,2018-05-26,Women's hair cut,HENI01,JJ,1,102.0,5.1,8.16,May,5,Saturday,5
761,2018-05-26,Shu cleansing oil con 250m,HENI01,JJ,1,50.4,2.52,4.032,May,5,Saturday,5
761,2018-05-26,Shu cleansing oil sh400ml,HENI01,JJ,1,50.4,2.52,4.032,May,5,Saturday,5
762,2018-05-26,Women's hair cut,PATB01,BECKY,1,60.0,3.0,4.8,May,5,Saturday,5
763,2018-05-26,Women's hair cut,RETM01,SINEAD,1,70.0,3.5,5.6,May,5,Saturday,5
764,2018-05-26,Women's hair cut,SASM01,KELLY,1,55.0,2.75,4.4,May,5,Saturday,5
764,2018-05-26,Color toner,SASM01,KELLY,1,45.0,2.25,3.6,May,5,Saturday,5
764,2018-05-26,PO color fanatic 200ml,SASM01,KELLY,1,27.45,1.3725,2.196,May,5,Saturday,5
765,2018-05-26,Color touch up,SPEK01,JOANNE,1,50.0,2.5,4.0,May,5,Saturday,5
767,2018-05-26,Women's hair cut,MAUA01,JJ,1,82.0,4.1,6.56,May,5,Saturday,5
767,2018-05-26,Blowdry,WOOJ01,JJ,1,52.0,2.6,4.16,May,5,Saturday,5
768,2018-05-26,Blowdry,ARRM01,KELLY,1,55.0,2.75,4.4,May,5,Saturday,5
77,2018-04-03,Women's hair cut,BOSJ01,SINEAD,1,70.0,3.5,5.6,April,4,Tuesday,1
770,2018-05-26,Blowdry,WONM02,JJ,1,52.0,2.6,4.16,May,5,Saturday,5
771,2018-05-29,Women's hair cut,DHAL01,JJ,1,82.0,4.1,6.56,May,5,Tuesday,1
773,2018-05-29,Men's hair cut,STEL02,BECKY,1,30.0,1.5,2.4,May,5,Tuesday,1
774,2018-05-29,Color full color,WALC01,JOANNE,1,65.0,3.25,5.2,May,5,Tuesday,1
775,2018-05-29,Women's hair cut,DAWP01,SINEAD,1,70.0,3.5,5.6,May,5,Tuesday,1
776,2018-05-29,Women's hair cut,KEN*01,SINEAD,1,90.0,4.5,7.2,May,5,Tuesday,1
777,2018-05-29,Men's camo color,SCHJ01,JJ,1,45.0,2.25,3.6,May,5,Tuesday,1
779,2018-05-29,Smart Bond,LEB01,KELLY,1,25.0,1.25,2.0,May,5,Tuesday,1
779,2018-05-29,Women's hair cut,LEB01,KELLY,1,45.0,2.25,3.6,May,5,Tuesday,1
780,2018-05-29,Men's hair cut,OWED01,SINEAD,1,55.0,2.75,4.4,May,5,Tuesday,1
781,2018-05-29,Women's hair cut,KEIS01,BECKY,1,80.0,4.0,6.4,May,5,Tuesday,1
782,2018-05-29,Blowdry,MULN01,JJ,1,32.0,1.6,2.56,May,5,Tuesday,1
782,2018-05-29,Shu cleansing oil con 250m,MULN01,JJ,1,50.4,2.52,4.032,May,5,Tuesday,1
782,2018-05-29,Shu ample angora150m,MULN01,JJ,1,37.8,1.89,3.024,May,5,Tuesday,1
782,2018-05-29,Shu cleansing oil sh400ml,MULN01,JJ,1,50.4,2.52,4.032,May,5,Tuesday,1
783,2018-05-29,Color full color,STEJ01,KELLY,1,65.0,3.25,5.2,May,5,Tuesday,1
783,2018-05-29,Women's hair cut,STEJ01,KELLY,1,55.0,2.75,4.4,May,5,Tuesday,1
783,2018-05-29,Color toner,STEJ01,KELLY,1,45.0,2.25,3.6,May,5,Tuesday,1
784,2018-05-29,Women's hair cut,AYKS01,KELLY,1,65.0,3.25,5.2,May,5,Tuesday,1
784,2018-05-29,Highlights partial,AYKS01,JOANNE,1,135.0,6.75,10.8,May,5,Tuesday,1
785,2018-05-29,Men's hair cut,ZUKS01,BECKY,1,50.0,2.5,4.0,May,5,Tuesday,1
786,2018-05-29,Children (under 12),VANJ01,BECKY,1,30.0,1.5,2.4,May,5,Tuesday,1
787,2018-05-29,Women's hair cut,WEIA01,JJ,1,102.0,5.1,8.16,May,5,Tuesday,1
788,2018-05-29,Men's hair cut,JOHD01,SINEAD,1,55.0,2.75,4.4,May,5,Tuesday,1
789,2018-05-29,Men's hair cut,BUFJ01,BECKY,1,30.0,1.5,2.4,May,5,Tuesday,1
789,2018-05-29,Men's hair cut,BUFW01,SINEAD,1,35.0,1.75,2.8,May,5,Tuesday,1
789,2018-05-29,Women's hair cut,PUGS01,JJ,1,92.0,4.6,7.36,May,5,Tuesday,1
789,2018-05-29,Accent lights and color,PUGS01,JOANNE,1,130.0,6.5,10.4,May,5,Tuesday,1
79,2018-04-03,Blowdry,DANJ01,SINEAD,1,30.0,1.5,2.4,April,4,Tuesday,1
790,2018-05-29,Men's hair cut,LAWJ01,SINEAD,1,35.0,1.75,2.8,May,5,Tuesday,1
792,2018-05-29,Women's hair cut,ROWD01,BECKY,1,80.0,4.0,6.4,May,5,Tuesday,1
794,2018-05-29,Smart Bond,HILD01,JOANNE,1,5.0,0.25,0.4,May,5,Tuesday,1
794,2018-05-29,Partial highlights and color,HILD01,JOANNE,1,180.0,9.0,14.4,May,5,Tuesday,1
795,2018-05-29,Women's hair cut,THOA01,KELLY,1,55.0,2.75,4.4,May,5,Tuesday,1
796,2018-05-29,Women's hair cut,DODK01,SINEAD,1,70.0,3.5,5.6,May,5,Tuesday,1
797,2018-05-29,Men's hair cut,STEM02,JJ,1,40.0,2.0,3.2,May,5,Tuesday,1
799,2018-05-29,Men's hair cut,ANDM01,BECKY,1,30.0,1.5,2.4,May,5,Tuesday,1
8,2018-03-15,Women's hair cut,CORS01,JJ,1,82.0,4.1,6.56,March,3,Thursday,3
80,2018-04-03,Women's hair cut,DOWR01,BECKY,1,60.0,3.0,4.8,April,4,Tuesday,1
800,2018-05-30,Men's hair cut,MORD01,KELLY,1,35.0,1.75,2.8,May,5,Wednesday,2
801,2018-05-30,Men's hair cut,GALB01,JJ,1,60.0,3.0,4.8,May,5,Wednesday,2
802,2018-05-30,Women's hair cut,BALJ01,SINEAD,1,90.0,4.5,7.2,May,5,Wednesday,2
803,2018-05-30,Women's hair cut,HOUC01,KELLY,1,45.0,2.25,3.6,May,5,Wednesday,2
804,2018-05-30,Blowdry,KUKK01,SINEAD,1,50.0,2.5,4.0,May,5,Wednesday,2
805,2018-05-30,Men's hair cut,SLEA01,JJ,1,60.0,3.0,4.8,May,5,Wednesday,2
806,2018-05-30,Partial highlights and color,SPRK01,JOANNE,1,180.0,9.0,14.4,May,5,Wednesday,2
806,2018-05-30,Blowdry,SPRK01,BECKY,1,50.0,2.5,4.0,May,5,Wednesday,2
807,2018-05-30,Women's hair cut,MAEJ01,JJ,1,92.0,4.6,7.36,May,5,Wednesday,2
807,2018-05-30,Color touch up,MAEJ01,JOANNE,1,60.0,3.0,4.8,May,5,Wednesday,2
807,2018-05-30,PO Hydrate sheer sh 250ml,MAEJ01,JJ,1,30.73,1.5365,2.4584,May,5,Wednesday,2
808,2018-05-30,Blow dry bundle 5+1,BROS01,HOUSE,1,250.0,12.5,20.0,May,5,Wednesday,2
809,2018-05-30,Women's hair cut,BOSJ01,SINEAD,1,90.0,4.5,7.2,May,5,Wednesday,2
81,2018-04-04,Men's hair cut,COLJ01,JJ,1,40.0,2.0,3.2,April,4,Wednesday,2
810,2018-05-30,Women's hair cut,ESKR01,JJ,1,102.0,5.1,8.16,May,5,Wednesday,2
811,2018-05-30,Shu urban moisture sh 300,WALK_IN,JJ,1,50.4,2.52,4.032,May,5,Wednesday,2
811,2018-05-30,Shu urban moisture con250,WALK_IN,JJ,1,50.4,2.52,4.032,May,5,Wednesday,2
812,2018-05-30,Blowdry,DACJ01,SINEAD,1,50.0,2.5,4.0,May,5,Wednesday,2
813,2018-05-30,Women's hair cut,DEK01,JJ,1,82.0,4.1,6.56,May,5,Wednesday,2
814,2018-05-30,Women's hair cut,MOHR01,KELLY,1,75.0,3.75,6.0,May,5,Wednesday,2
816,2018-05-30,Men's hair cut,BREM01,SINEAD,1,55.0,2.75,4.4,May,5,Wednesday,2
817,2018-05-30,Men's hair cut,FREJ01,BECKY,1,30.0,1.5,2.4,May,5,Wednesday,2
818,2018-05-30,Women's hair cut,JOHJ01,SINEAD,1,90.0,4.5,7.2,May,5,Wednesday,2
819,2018-05-30,Women's hair cut,CHUH01,SINEAD,1,70.0,3.5,5.6,May,5,Wednesday,2
82,2018-04-04,Women's hair cut,BALJ01,SINEAD,1,70.0,3.5,5.6,April,4,Wednesday,2
820,2018-05-30,Blowdry,NELT01,SINEAD,1,50.0,2.5,4.0,May,5,Wednesday,2
823,2018-05-31,Women's hair cut,WILS01,JJ,1,102.0,5.1,8.16,May,5,Thursday,3
823,2018-05-31,Women's hair cut,PER*01,JJ,1,82.0,4.1,6.56,May,5,Thursday,3
823,2018-05-31,PO p4p shampoo 250ml,PER*01,JJ,1,30.73,1.5365,2.4584,May,5,Thursday,3
823,2018-05-31,PO perfect 4 platinum con 250m,PER*01,JJ,1,33.52,1.676,2.6816,May,5,Thursday,3
824,2018-05-31,Women's hair cut,WAIS01,SINEAD,1,70.0,3.5,5.6,May,5,Thursday,3
825,2018-05-31,Women's hair cut,CORS02,BECKY,1,80.0,4.0,6.4,May,5,Thursday,3
826,2018-05-31,KM Body builder 350m,WALK_IN,JJ,1,31.05,1.5525,2.484,May,5,Thursday,3
828,2018-05-31,Color full color,HAMN01,JOANNE,1,75.0,3.75,6.0,May,5,Thursday,3
828,2018-05-31,Blowdry,HAMN01,BECKY,1,40.0,2.0,3.2,May,5,Thursday,3
829,2018-05-31,Women's hair cut,LEVL01,JJ,1,102.0,5.1,8.16,May,5,Thursday,3
830,2018-05-31,Women's hair cut,SMIC01,SINEAD,1,90.0,4.5,7.2,May,5,Thursday,3
831,2018-05-31,Men's hair cut,REIM01,BECKY,1,50.0,2.5,4.0,May,5,Thursday,3
832,2018-05-31,Blowdry,HOLL01,SINEAD,1,50.0,2.5,4.0,May,5,Thursday,3
833,2018-05-31,Shu color lustre sh 300ml,WALK_IN,KELLY,1,46.0,2.3,3.68,May,5,Thursday,3
833,2018-05-31,Shu color lustre con 250ml,WALK_IN,KELLY,1,56.0,2.8,4.48,May,5,Thursday,3
834,2018-05-31,Women's hair cut,GELK01,JJ,1,102.0,5.1,8.16,May,5,Thursday,3
835,2018-05-31,Women's hair cut,LEEJ01,KELLY,1,55.0,2.75,4.4,May,5,Thursday,3
836,2018-05-31,Women's hair cut,MCGA01,JJ,1,102.0,5.1,8.16,May,5,Thursday,3
837,2018-05-31,Women's hair cut,YOUS01,SINEAD,1,90.0,4.5,7.2,May,5,Thursday,3
837,2018-05-31,Accent lights and color,YOUS01,JOANNE,1,140.0,7.0,11.2,May,5,Thursday,3
838,2018-05-31,Blowdry,CHUJ01,SINEAD,1,50.0,2.5,4.0,May,5,Thursday,3
838,2018-05-31,KM Body builder 350m,CHUJ01,SINEAD,1,31.05,1.5525,2.484,May,5,Thursday,3
839,2018-05-31,Blowdry,STEK01,BECKY,1,30.0,1.5,2.4,May,5,Thursday,3
839,2018-05-31,Blowdry,STED01,KELLY,1,35.0,1.75,2.8,May,5,Thursday,3
84,2018-04-04,Women's hair cut,WOOD01,JJ,1,92.0,4.6,7.36,April,4,Wednesday,2
84,2018-04-04,Color touch up,WOOD01,KELLY,1,55.0,2.75,4.4,April,4,Wednesday,2
840,2018-05-31,Men's hair cut,MACK01,SINEAD,1,35.0,1.75,2.8,May,5,Thursday,3
841,2018-05-31,Blowdry,ELSM01,BECKY,1,50.0,2.5,4.0,May,5,Thursday,3
841,2018-05-31,LP hair touch up light brown 5,ELSM01,BECKY,1,18.45,0.9225,1.476,May,5,Thursday,3
842,2018-05-31,Women's hair cut,HOLG01,KELLY,1,75.0,3.75,6.0,May,5,Thursday,3
843,2018-05-31,Men's hair cut,LYNG01,JJ,1,60.0,3.0,4.8,May,5,Thursday,3
845,2018-05-31,Treatments 1,COWS01,JOANNE,1,5.0,0.25,0.4,May,5,Thursday,3
845,2018-05-31,Balayage,COWS01,JOANNE,1,200.0,10.0,16.0,May,5,Thursday,3
847,2018-05-31,Women's hair cut,OGRS01,JJ,1,0.0,0.0,0.0,May,5,Thursday,3
847,2018-05-31,Smart Bond,OGRS01,JOANNE,1,25.0,1.25,2.0,May,5,Thursday,3
847,2018-05-31,double process blonde,OGRS01,JOANNE,1,150.0,7.5,12.0,May,5,Thursday,3
849,2018-05-31,Color touch up,IRWE01,JOANNE,1,70.0,3.5,5.6,May,5,Thursday,3
